ID,Text_lang,Text1_lang
127833,"Your fighting style does not impress, nor concern me. You will fall to my strength soon.",
127834,You're so tiny! It's like playing with a rabbit.,
128003,,"Nerus? Explain yourself, uncle!"
128080,"They may never forgive me for what I have done, but at least they will be safe. For now, my family will be safe.",
128337,"The Night of the Wilds is upon us once more, friends.",
128338,"On this evening, the spirits of the great beasts of legend rise in these very fields.",
128339,One among us has been chosen to enter the darkness.,
128340,To hunt the noble spirits and return them to their honored rest.,
128341,"Raise your steins to the Huntmaster, our hunter of beasts!",
128342,Let the feast begin!,
128354,"Behold! Den-mother Fereki, great predator of the earth, and mighty Vetholnir, lord of the skies.",
128393,,"Archdruid! The Shrine of Aviana is under attack again, and this time it's a full-scale invasion! The Ancient needs our help!"
128394,,To hell with the front lines! I'm going around back to take out their casters and artillery. You're welcome to join me!
128395,,Did you hear that? Screams from the shrine! We've gotta get back there!
128396,,"Die, demon scum!"
128397,Perish before the might of the Legion!,
128398,,You wretched... No! The idol!
128399,,Noooo!
128400,,"The shrine is lost. Druids, take flight! Retreat!"
128401,,"What the... Flight Form's not working?! With the idol gone, we've lost our wings! Everyone teleport out and regroup at the Dreamgrove!"
128466,"What a hunt! This, out here, is the true spirit of the wilds. Let us revel the night away and leave our cares for the morning!",
128617,You're ordered to report to the battlefield at once. Take out those demons shredding our front lines!,
128620,"The mighty Legion has attacked, and we are barely holding off their siege.",
128683,How can we help?,How can we help?
128943,"The Helm of Domination shows me many things, Deathlord.",
129671,Show yourselves!,
129672,"Velen. At long last, you return to the home you abandoned.",
129673,"You turned your back on your people, Prophet. Your world. Such betrayal should be answered with death.",
129678,That voice... Hatuun? How did you survive this hell for so long?,
129679,"We changed, just as Argus did. We endured. What choice did we have?",
129681,Enough!,
129683,Stay your weapons! The Prophet and his ally are not our foes.,
129685,High Exarch Turalyon... we meet at last.,
129691,"I have no wish to fight you, Hatuun. But I cannot allow your bitterness to impede our war against the Legion.",
129692,"We must stand together, all of us, if we are to have any chance of defeating the Legion.",
129929,"For millennia, the Army of the Light has waged war upon the Burning Legion. Battles. Skirmishes. Sabotage.",
129930,We were committed to our cause. Either we would end the Legion's crusade... or they would end ours.,
129931,"When at last our final assault on Argus began, we knew we might not survive it. And when the Xenedar was hit, it seemed all hope was lost.",
129998,,I am Jaina Proudmoore. I have come for an audience with Lord Admiral Katherine Proudmoore... my mother.
130002,Your people... your worlds... always crumble.,
130117,I am. In no small part thanks to our friend here. But Alleria... there's something else.,
130118,Do... not... give in!,
130119,"We're taking you to Katherine, all right.",
130120,You will answer to her for your crimes against Kul Tiras.,
130121,,As you wish.
130133,"When you are ready to depart, Battlelord, this portal will return you to Skyhold.",
130543,When you are ready. We have much to discuss.,
130546,But the Light never abandoned us. It called you here and gave us another chance at victory. What we do with that chance... that is up to us.,
131329,,"Everyone, break ranks! Make your way to safety! Get as far from dese snakes as you can!"
131498,There is a way. We will use what power we have to help you.,
131605,"Talanji brought de mongrel Horde with her. Dis is treason, Your Highness.",
131606,,"To defeat de blood trolls, we need allies. I did what had to be done."
131607,Enough. I will decide what to do with dis outsider.,
131608,,Blood trolls are pathetic savages. Dey have not been a threat for ages.
131626,Jakra'zet speaks true... you seek our fleet's might against de Alliance.,
131627,But my daughter is right as well. Rescuing her showed great courage... a trait I admire.,
131628,Talanji worries dat I do not see our true enemies. Know dat I am not as blind as she fears.,
131629,Let us see if de Horde can prove its worth to Zandalar. Let dem stay in de Great Seal as my guests... for now.,
131630,"De eyes of de kingdom rest upon you, champion. Dis day, I name you Speaker of de Horde.",
131631,"De law is what I say it is, for so long as I am king.",
131632,"Let it be known... Dis day, I name you Speaker of the Horde.",
131633,Only de Zandalari may walk those sacred halls! De law states--,
131890,Arator... not a day passed that your mother and I didn't--,
131891,,Every choice we made was to keep you safe. It broke our hearts to be apart from you.
131893,,"Kaja, beneath us! What are those things?"
131894,,"We'll need to travel through de swamp. As long as we stay in de air and out of sight, we shouldn't have too much trouble."
131897,,Let's keep flying and hope we don't find out.
131958,,"Andorhal, a few months after the Cataclysm. We're in the middle of a battle between the Horde and the Alliance."
131959,There it is! You have your orders. Slay the dragon!,
131960,,"See, this is one of the problems with being a gnome. Sometimes Horde soldiers just get the urge to KICK you."
131961,Soldiers of the Alliance! Hold your ground! She can't hide forever.,
131962,,The ALLIANCE wants me too? What's going on right now?
131981,,"The Well of Eternity, just prior to the War of the Ancients. About ten thousand years before your time, $n. Give or take."
131982,,Oh no! There I am!
131983,,These fel wounds are bad. We need to get me back to Wyrmrest.
131984,,There should be a time portal up on the other side of the Well. I know the way. Follow me!
132074,The man'ari torment my kind with their fel magic rituals. Let their dark words be purged... in fire!,
132075,The scorched parchment you left behind will remind the Legion that our resistance cannot be silenced. Thank you.,
132108,"Even when tortured by the Legion, my people rebel against their accursed crusade. The demons may break their bodies, but never their wills. Go, release their spirits so that they may find peace.",
132109,The spirits of those who resist the Legion inspire us all.,
132657,Aaaah! Try distracting him with a toy!,Aaaah! Try distracting him with a toy!
132989,"Riot, boys! Give 'em hell!",
133050,Our people are being used as fodder for vile rituals. Destroy these monstrous creations and help us honor the remains of our dead.,
133051,Those fiends capture my people and subject them to heinous rituals. We will no longer be hunted. Help us bring the fight to the Legion!,
133052,"As the Legion encroaches upon the hunting grounds of the panthara, the starving beasts have grown more aggressive. Thin their numbers, before they wipe out our talbuk herds.",
133215,AL'KSH SYR IIR AWAN? IILTH SYTHN AGEV.,AL'KSH SYR IIR AWAN? IILTH SYTHN AGEV.
133326,Environmental justice!,
133327,Bert's bot beats baddie!,
133328,The code clearly missing a semicolon!,
133330,Bert's bots bested!,
133331,Main power turn on!,
133332,Code review successful!,
133483,Now the ones we've lost can find rest.,
133484,"The lives and souls of my people are safer, thanks to you.",
133485,Those steeds are vital in our battle against the demons. You have my thanks for safeguarding them.,
133548,,I'll keep an eye on dis one and make sure he doesn't go anywhere.
133762,"My scouts found the remains of Aggonar. We are in your debt, High Exarch. And yours, outlander.",
133884,"Kil'jaeden's ship. Even after its destruction, its presence vexes us. Clear the surrounding area of its blight.",
133885,A pity the memory of Kil'jaeden's existence cannot be purged as easily as you cleansed these grounds.,
133886,The Legion is arming a devastator to fire on the Xenedar! We need you to commandeer it.,
133887,"Nice shooting! With that cursed ship out of commission, we can focus on other fronts.",
133935,"You're a brave one, aren't you?","You're a brave one, aren't you?"
133941,,Strip this camp apart. I want everything Goji and his ilk were working on brought to me.
134157,,Clients want the stuff right now! We're shovin' off!
134158,Oh no... I think my barrel has pee in it...,
134208,,"Helmsman, steer us away!"
134209,"Wait, do you hear that?",
134211,Preeettyyy...,
135290,Turn the cannon on Kil'jaeden's ship!,
135882,,The darkened naaru pulses with Void energy.
