ID,Description_lang,SourceText_lang
2703,"This pile of animated sand is fun to squish between your fingers, but doesn't really like it when you do that.",|cFFFFD200Drop:|r Sandcastle|n|cFFFFD200Zone:|r Nazjatar
2704,"The hydra matriarchs of Nazjatar steal and destroy one another's eggs constantly, so you can never really know what will hatch out of one.",|cFFFFD200Drop: |rNazjatar
2706,"Standing next to a brinestone algan will remind you of the smell of the sea, mixed with rotting kelp.",|cFFFFD200Drop: |rAvarius|n|cFFFFD200Zone: |rNazjatar
2707,There's no mistaking the evidence -- algan breed by budding. We can all put this argument to rest now.,|cFFFFD200Drop: |rRockweed Shambler|n|cFFFFD200Zone: |rNazjatar
2708,The predatory coral of Nazjatar can grow incredibly quickly given the right conditions.,|cFFFFD200Drop: |rCarnivorous Lasher|n|cFFFFD200Zone: |rNazjatar
2709,The eels of Nazjatar are experts at hiding in the many cracks and rocks of the sea floor.,|cFFFFD200Drop: |rVor'koth|n|cFFFFD200Zone: |rNazjatar
2710,"When the waves crashed down around the city, not all were fortunate enough to receive N'zoth's gift.",|cFFFFD200Vendor: |rFeylana the Handler|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r40|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h
2711,"The birth of an exceptionally rare Golden Snorf was such an abnormality that not even King Mechagon could force himself to mechanize his beloved, fuzzy friend.",|cFFFFD200Drop:|r King Mechagon|n|cFFFFD200Zone:|r Operation: Mechagon (Mythic)|n
2712,"Of all snooters, this one has the softest fur. Ironically, it does not like to be pet very much.",|cFFFFD200Drop: |rFungarian Furor|n|cFFFFD200Zone: |rMechagon
2713,"A rare snooter, and hard to find, it's known for burrowing itself deep under wet foliage to nest.",|cFFFFD200Vendor: |rStolen Royal Vendorbot|n|cFFFFD200Zone: |rMechagon|n|cFFFFD200Faction: |rRustbolt Resistance - Honored|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2714,Many advancements have been made to the initial prototype homing beacon over the years.,|cFFFFD200Zone: |rMechagon
2715,"It's not clear who the original owner of this arm was, but they're not getting it back now.",|cFFFFD200Drop: |rMalfunctioning Beastbot|n|cFFFFD200Zone: |rMechagon
2716,"As handy as this invention is, it was also programmed to absolutely despise hand puns.",|cFFFFD200Profession: |rJunkyard Tinkering
2717,"One of the microbots used to guard the city of Rustbolt, now purchasable for a reasonable price.",|cFFFFD200Profession: |rJunkyard Tinkering
2718,He's just so happy to be programmed to exist.,|cFFFFD200Drop: |rHK-8 Aerial Oppression Unit|n|cFFFFD200Zone: |rOperation: Mechagon
2719,Absolutely do not let him bite your bones.,|cFFFFD200Drop: |rBonepicker|n|cFFFFD200Zone: |rMechagon
2720,"No one knows who made these mechanical spiders, but everyone hates them.",|cFFFFD200Drop: |rMecharantula|n|cFFFFD200Zone: |rMechagon
2721,It doesn't take a very large ooze to eat a gnome.,|cFFFFD200Item: |rIrradiated Box of Assorted Parts
2723,,
2724,,
2725,,
2726,,
2727,,
2728,,
2729,,
2730,,
2731,,
2732,,
2733,,
2734,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,,
2742,,
2747,The stench alone that this thing makes when it burps can easily ruin your day.,|cFFFFD200Vendor: |rSean Wilkers|n|cFFFFD200Zone: |rEastern Plaguelands|n|cFFFFD200Cost: |r3|Hitem:169665|h|TInterface\ICONS\INV_Misc_Bone_HumanSkull_01.blp:0|t|h
2748,"Every time the mandibles on this vibrate slightly, it is because it gave someone a nightmare.",|cFFFFD200Vendor: |rSean Wilkers|n|cFFFFD200Zone: |rEastern Plaguelands|n|cFFFFD200Cost: |r1|Hitem:169665|h|TInterface\ICONS\INV_Misc_Bone_HumanSkull_01.blp:0|t|h
2749,"Six legs, two claws, multiple eyes, spiked body? This thing has it all!",|cFFFFD200Vendor: |rSean Wilkers|n|cFFFFD200Zone: |rEastern Plaguelands|n|cFFFFD200Cost: |r2|Hitem:169665|h|TInterface\ICONS\INV_Misc_Bone_HumanSkull_01.blp:0|t|h
2750,Dogs can hear her coming from extremely far away.,|cFFFFD200Vendor: |rSean Wilkers|n|cFFFFD200Zone: |rEastern Plaguelands|n|cFFFFD200Cost: |r3|Hitem:169665|h|TInterface\ICONS\INV_Misc_Bone_HumanSkull_01.blp:0|t|h
2751,,
2752,,
2753,Even he cannot put out the fire in my heart.,|cFFFFD200Drop: |rThe Kleptoboss|n|cFFFFD200Zone: |rMechagon
2754,"Unkillable dragons, what could go wrong?",|cFFFFD200Drop:|r Island Expeditions
2755,The last thing that tried to look in its tiny pack was never seen again.,|cFFFFD200Drop:|r Island Expeditions|n
2756,"In case of darkness, this little elemental is an infinite source of a soothing green glow.",|cFFFFD200Zone: |rMechagon
2757,The slimy coating on this otter provides excellent protection against sunburns.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2758,Eels are already slimy. This one is extra slimy.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2760,This little octopode squirts slime out instead of ink.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2761,A fully grown Fangtooth has a bite strong enough to go right through a platinum fishing pole. Watch your fingers.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2762,Living so deep within the seas has made this species very sensitive to lights.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2763,"The slime on this provides essential nutrients to the hermit crab within, allowing it to go years without eating anything if it chooses.",|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2765,Slimy sea slugs secrete slimy sea slug slime on the slimy sea floor.,|cFFFFD200Treasure: |r Slimy Cocoon|n|cFFFFD200Zone: |r Nazjatar
2766,A walking vault that throws its money at you is not a very secure vault to own.,|cFFFFD200Zone: |rMechagon
2767,Burnout always has a supply of well toasted marshmallows.,|cFFFFD200Achievement: |rMalowned|n|cFFFFD200Category: |rBattle
2768,,
2769,,
2770,,
2771,,
2772,,
2774,,
2776,"Rikki has a talent for sneaking in and out of all manner of small spaces, if bribed properly with figs.",|cFFFFD200Recruit-a-Friend|r 
2777,"Little is known about the true intentions of this murloc, but her followers are among the most devoted.",|cFFFFD200Promotion:|r BlizzCon 2019
2778,"An unlikely leader of murlocs that had to step into the role after the death of his father, Murgian.",|cFFFFD200Promotion:|r BlizzCon 2019|n
2779,Even the smallest creatures in the Shadowlands rely on anima to survive.,|cFFFFD200Promotion:|r Shadowlands Epic Edition
2780,"Daisy moves at a very leisurely pace, and will happily accept a ride on your shoulders.",|cFFFFD200In-Game Shop|r 
2792,Legend has it that these purple butterflies came from a place called Devil's Island.,|cFFFFD200Drop:|r Fresh Jelly Deposit|n|cFFFFD200Zone:|r Stormsong Valley
2793,"The wings of this butterfly start off with no distinct color, but slowly change to yellow as they spend time in the sunlight.",|cFFFFD200Drop:|r Fresh Jelly Deposit|n|cFFFFD200Zone:|r Stormsong Valley
2794,This butterfly is stained red from the blood of its enemies.,|cFFFFD200Drop: |rHoney Smasher|n|cFFFFD200Zone: |rStormsong Valley
2795,"This cat is known for her lies, ignore her sweet meows.",|cFFFFD200Drop:|r Jenafur|n
2796,Pulled from a horrific vision of Orgrimmar these toads are soaked in void energy.,|cFFFFD200Treasure: |rZekhan's Corrupted Chest|n|cFFFFD200Zone: |rVision of Orgrimmar
2797,"This pup is now more than just a bundle of fur and teeth, it is fur, teeth and void.",|cFFFFD200Treasure: |rThrall's Corrupted Chest|n|cFFFFD200Zone: |rVision of Orgrimmar
2798,"In Maldraxxus, plague has a strange habit of finding its way back to you.","|cFFFFD200Quest: |rSlime, Anyone?|n|cFFFFD200Zone: |rMaldraxxus"
2799,,
2800,,
2801,,
2802,,
2803,,
2804,,
2805,,
2806,,
2807,,
2808,,
2809,,
2810,,
2811,,
2812,,
2814,,
2815,,
2816,,
2817,,
2818,,
2819,,
2820,,
2821,,
2822,,
2823,,
2832,"The thirst for mana is insatiable, luckily this little one doesn't consume a whole lot.","|cFFFFD200Drop: |rMaut|n|cFFFFD200Zone: |rNy'alotha, the Waking City"
2833,"N'Zoth's corruption spread across many beings, including this little Anubisath.","|cFFFFD200Drop: |rRa-den|n|cFFFFD200Zone: |rNy'alotha, the Waking City"
2834,"The aqir hive has countless numbers of beings in it, all of which are supportive of the ever-present Hivemind.","|cFFFFD200Drop: |rTek'ris|n|cFFFFD200Zone: |rNy'alotha, the Waking City"
2835,"The winged aqir are very fast and agile, and their wings provide a nice breeze on a warm afternoon.","|cFFFFD200Drop: |rTek'ris|n|cFFFFD200Zone: |rNy'alotha, the Waking City"
2836,"This creepy eye is looking at everyone, always, and only has to blink once every 10,000 years.","|cFFFFD200Treasure: |rVault of the Black Empire|n|cFFFFD200Zone: |rNy'alotha, the Waking City"
2837,"It is very unclear whether this slime started with all of those eyes inside of it, or if those are ""leftovers"".",|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rCorrupted Uldum or Vale of Eternal Blossoms
2838,It is always C'Thuffer. Always.,|cFFFFD200Treasure: |rRexxar's Corrupted Chest|n|cFFFFD200Zone: |rVision of Orgrimmar
2839,"Only a being of immense power could scar such an adorable creature, unless this hare was already approaching the darkness...",|cFFFFD200Treasure: |rUmbric's Corrupted Chest|n|cFFFFD200Zone: |rVision of Stormwind
2840,This cat eats anything from random scraps of food to strange glowing cubes of immense power. Be careful in front of its mouth.,|cFFFFD200Treasure: |rAlleria's Corrupted Chest|n|cFFFFD200Zone: |rVision of Stormwind
2841,A recent debate has risen up about whether Void-Scarred rats are better or worse than plagued rats.,|cFFFFD200Treasure: |rKelsey's Corrupted Chest|n|cFFFFD200Zone: |rVision of Stormwind
2842,This ooze leaves behind a slimy trail as it moves that has a stench that would rival a beast rotting in the dunes of Uldum for a thousand years.,|cFFFFD200Treasure: |rAlleria or Thrall's Corrupted Chest|n|cFFFFD200Zone: |rVision of Stormwind or Ogrimmar
2843,"The shell on these beetles is quite brittle from the void interference, but it also has a strangely fast regeneration rate.",|cFFFFD200Drop: |rVision of the Twisting Sands Creatures
2844,This little guy grows an additional eye somewhere on its body every year. It rhymes with...,|cFFFFD200Achievement:|r Reeking of Visions|n
2845,His tentacles give you the best hug your brain has ever felt.,|cFFFFD200Drop: |rThe Forgotten|n|cFFFFD200Zone: |rVale of Eternal Blossoms
2846,"Where did it come from, where does it go? Where did you come from, creepy tentacle?",|cFFFFD200Drop: |rWill of N'Zoth|n|cFFFFD200Zone: |rVale of Eternal Blossoms
2847,Dragonbreath Chili is nothing compared to the stench coming from the mouth of this thing.,|cFFFFD200Drop: |rLord Aj'qirai|n|cFFFFD200Zone: |rUldum
2848,These Aqir Scarabs are masters at tunneling through any terrain.,|cFFFFD200Drop:|r Skikx'traz|n|cFFFFD200Zone: |rUldum
2849,These Pygmy Camels are often mistaken for Mysterious Camel Figurines.,|cFFFFD200Vendor: |rProvisioner Qorra|n|cFFFFD200Zone: |rUldum
2850,This little guy was exiled and cursed by other watchers of Uldum to spend the rest of its time as a tiny insignificant being.,|cFFFFD200Drop: |rUldum Accord Supplies
2851,"Three legs, two arms, three eyeballs, the extras are for emergency situations only.",|cFFFFD200Drop: |rAmalgamation of Flesh|n|cFFFFD200Zone: |rUldum
2852,"Several adventurous miners have gone after the jade quilen in search of riches, but none have ever been heard from again.",|cFFFFD200Drop: |rRajani Supplies
2853,"Despite what the young pandaren may tell you, the windfeather cranes do not actually have feathers made out of wind.",|cFFFFD200Vendor: |rZhang Ku|n|cFFFFD200Zone: |rVale of Eternal Blossoms
2854,,
2855,,
2856,,
2857,,
2858,,
2859,,
2860,,
2861,,
2863,"Nobody is sure what sort of powder is coming off of these moths, and everyone is too terrified to find out what it actually is.",|cFFFFD200Pet Battle: |rUldum
2864,Even some of the insects have succumbed to the void. They really do adapt and survive through everything.,|cFFFFD200Pet Battle: |rUldum
2865,These look especially magnificent when gliding over the water under a full moon.,|cFFFFD200Pet Battle: |rVale of Eternal Blossoms
2866,"Is the void glow in addition to their natural glow, or does it replace it? The world may never know.",|cFFFFD200Pet Battle: |rVale of Eternal Blossoms
2867,"The golden chirper has managed to stay its pristine self, despite corruption attempts from both the Sha and from the forces of N'Zoth.",|cFFFFD200Pet Battle: |rVale of Eternal Blossoms
2868,The name implies that there were 12 experiments done before this one that were less effective than sticking some guns onto a mechanical tiger. What could those have possibly been?,|cFFFFD200Vendor: |rBurt Macklyn|n|cFFFFD200Zone: |rBurning Steppes|n|cFFFFD200Cost: |r3|Hitem:174360|h|TInterface\ICONS\INV_Jewelcrafting_ShadowsongAmethyst_02.blp:0|t|h
2869,This bear's necessities are fresh batteries and an occasional oil change.,|cFFFFD200Vendor: |rBurt Macklyn|n|cFFFFD200Zone: |rBurning Steppes|n|cFFFFD200Cost: |r2|Hitem:174360|h|TInterface\ICONS\INV_Jewelcrafting_ShadowsongAmethyst_02.blp:0|t|h
2870,"This lasher does not come from a black lagoon, or from the stars, or from beyond the moon. It just wants you to feed it.",|cFFFFD200Vendor: |rBurt Macklyn|n|cFFFFD200Zone: |rBurning Steppes|n|cFFFFD200Cost: |r1|Hitem:174360|h|TInterface\ICONS\INV_Jewelcrafting_ShadowsongAmethyst_02.blp:0|t|h
2871,,
2872,"Void magic and giant flying insects, a combination nobody ever asked for. Surprisingly effective!",|cFFFFD200Quest: |rThey Grow So Fast|n|cFFFFD200Zone: |rUldum
2878,"If you received points for causing mischief while teleporting around as a tiny adorable vulpin, Renny would be on top of the leaderboard.",|cFFFFD200Quest: |rRenny the Vulpin
2885,,
2886,,
2887,,
2888,"A wandering adventurer saved a small band of murlocs that had lost their homes, and a glimmer of hope was born.",|cFFFFD200Quest:|r Guardian of the Smallest|n|cFFFFD200Zone:|r Grizzly Hills|n
2889,"Inspired by the phalynx of Bastion, Engineers have modified the design to be approximately 300% more adorable.",|cFFFFD200Profession:|r Engineering|n
2890,"All dogs go to Bastion. 

Cats go to Revendreth.",|cFFFFD200In-Game Shop|r 
2891,"The crypts and tombs of Revendreth offer the perfect spider breeding ground, and Tomb Burster's brood has become fiercely territorial of their foothold.",|cFFFFD200Drop: |rTomb Burster|n|cFFFFD200Zone: |rRevendreth
2892,"Lightspawn can always be found on the battlefields where light touches, no matter what form it takes.",|cFFFFD200Drop: |rRevendreth
2893,Beware awakening the power of knowledge.,|cFFFFD200Drop: |rScrivener Lenua|n|cFFFFD200Zone: |rRevendreth
2894,A soul burdened with the sins of its past.,|cFFFFD200Treasure: |rSecret Treasure|n|cFFFFD200Zone: |rRevendreth
2895,"A soul, having faced the sins of the past, wanders lost in the recent turmoil of the Shadowlands.",|cFFFFD200Pet Battle:|r Revendreth|n
2896,The sludge that can give rise to the dredgers has been known to coalesce and run a muck.,|cFFFFD200Drop:|r Bog Beast|n|cFFFFD200Zone:|r Revendreth
2897,Drawn from an overabundance of pride and wrath these manifestations seek even more to sustain themselves.,|cFFFFD200Drop: |rManifestation of Wrath|n|cFFFFD200Drop: |rLeeched Soul|n|cFFFFD200Zone: |rRevendreth|n
2898,These creatures manifest in the catacombs beneath Revendreth due to vile rituals practiced on souls there.,|cFFFFD200Drop: |rGrand Proctor Beryllia|n|cFFFFD200Zone: |rSanguine Depths|n|cFFFFD200Difficulty: |rMythic
2899,"The stone fiends were created to serve as messengers and spies for the realm of Revendreth, and those of the Court of Harvesters serve that role extremely well.",|cFFFFD200Vendor: |rMistress Mihaela|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Faction: |rCourt of Harvesters - Revered|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
