ID,OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang
127758,,,Gain +$ev1 $en1 when crafting various weapons.
127759,,,Gain +$ev1 $en1 when crafting various weapons.
127760,,,Gain +$ev1 $en1 when crafting various weapons.
127761,,,Gain +$ev1 $en1 when crafting various weapons.
127762,,,Learn to use optional reagents to upgrade item level when crafting weapons and unlock a sub-specialization of your choice.
127763,Weaponsmithing,,"Improve at crafting metal weapons and large tools, gaining +$ev1 $en1 per point in this specialization."
127764,Axes and Polearms,,
127765,Maces,,
127766,Hafted,,
127767,Long Blades,,
127768,Short Blades,,
127769,Blades,,
127770,Weaponsmithing,,Master the techniques of Khaz Algar to improve your ability to craft weapons of various types.
127849,,,Learn to use Finishing Reagents to add additional effects when crafting alloys.
127850,,,Gain +$ev1 $en1 when crafting alloys.
127851,,,Gain +$ev1 $en1 when crafting alloys.
127852,,,Learn to craft $@spellname450218.
127853,,,Gain +$ev1 $en1 when crafting alloys.
127854,Alloys,,"Improve your ability to craft alloys, gaining +$ev1 $en1 per point in this sub-specialization."
127855,,,Learn to craft $@spellname450284.
127856,,,Gain +$EV1 $EN1 when crafting frameworks.
127857,,,Gain +$EV1 $EN1 when crafting frameworks.
127858,,,Gain +$EV1 $EN1 when crafting frameworks.
127859,,,Gain +$EV1 $EN1 when crafting frameworks.
127860,Frameworks,,"Improve your ability to craft various framework finishing reagents, gaining +$ev1 $en1 per point in this sub-specialization."
127861,,,"Gain +$ev1 $en1 when crafting alloys, frameworks, and learn the final sub-specialization."
127862,,,Gain +$EV1 $EN1 when crafting alloys and frameworks.
127863,,,Gain +$EV1 $EN1 when crafting alloys and frameworks.
127864,,,"Gain +$ev1 $en1 when crafting alloys, frameworks, and learn a sub-specialization of your choice."
127865,,,Gain +$EV1 $EN1 when crafting alloys and frameworks.
127866,,,Gain +$EV1 $EN1 when crafting alloys and frameworks.
127867,,,Learn to craft $@spellname450217.
127868,Fortuitous Forges,,"Improve your ability to make finishing reagents and alloys, gaining +$ev1 $en1 per point in this sub-specialization."
127869,,,Learn to use Finishing Reagents to add additional effects when crafting profession stones.
127870,,,Gain +$ev1 $en1 when crafting profession stones.
127871,,,Gain +$ev1 $en1 when crafting profession stones.
127872,,,Gain +$ev1 $en1 when crafting profession stones.
127873,,,Learn to craft $@spellname450286.
127874,Tool Enhancement,,"Improve your ability to craft consumable stones which temporarily enhance your profession tools, gaining +$ev1 $en1 per point in this sub-specialization."
127875,,,Learn to use Finishing Reagents to add additional effects when crafting weapon stones.
127876,,,Gain +$ev1 $en1 when crafting weapon stones.
127877,,,Gain +$ev1 $en1 when crafting weapon stones.
127878,,,Gain +$ev1 $en1 when crafting weapon stones.
127879,,,Learn to craft $@spellname450285.
127880,Weapon Stones,,"Improve your ability to craft consumable stones which temporarily enhance your weapons, gaining +$ev1 $en1 per point in this sub-specialization."
127881,,,Learn the final sub-specialization.
127882,,,Gain +$ev1 $en1 when crafting stonework.
127883,,,Gain +$ev1 $en1 when crafting stonework.
127884,,,Gain +$ev1 $en1 when crafting stonework.
127885,,,Gain +$ev1 $en1 when crafting stonework.
127886,,,Gain +$ev1 $en1 when crafting stonework.
127887,,,Gain +$ev1 $en1 when crafting stonework and learn a sub-specialization of your choice.
127888,Stonework,,"Improve your ability to craft consumable stones which temporarily enhance your weapons and profession tools, gaining +$ev1 $en1 per point in this sub-specialization."
127889,,,Learn to use Finishing Reagents to add additional effects when crafting profession accessories.
127890,,,Gain +$ev1 $en1 when crafting profession accessories.
127891,,,Gain +$ev1 $en1 when crafting profession accessories.
127892,,,Gain +$ev1 $en1 when crafting profession accessories.
127893,,,Gain +$ev1 $en1 when crafting profession accessories.
127894,Trade Accessories,,"Improve your ability to craft profession accessories, gaining +$ev1 $en1 per point in this sub-specialization."
127895,,,Learn to use Finishing Reagents to add additional effects when crafting profession tools.
127896,,,Gain +$ev1 $en1 when crafting profession tools.
127897,,,Gain +$ev1 $en1 when crafting profession tools.
127898,,,Gain +$ev1 $en1 when crafting profession tools.
127899,,,Learn to use Optional Reagents to specify the secondary stats on profession tools.
127900,Trade Tools,,"Improve your ability to craft profession tools, gaining +$ev1 $en1 per point in this sub-specialization."
127901,,,Gain +$ev1 $en1 when crafting profession equipment and learn the final sub-specialization.
127902,,,Gain +$ev1 $en1 when crafting profession equipment.
127903,,,Gain +$ev1 $en1 when crafting profession equipment.
127904,,,Gain +$ev1 $en1 when crafting profession equipment.
127905,,,Gain +$ev1 $en1 when crafting profession equipment and learn a sub-specialization of your choice.
127906,,,Gain +$ev1 $en1 when crafting profession tools.
127907,,,Learn to craft $@spellname450281.
127908,Tools of the Trade,,"Hone your skills at crafting profession equipment, gaining +$ev1 $en1 when crafting profession equipment per point in this sub-specialization."
127909,,,Learn the final sub-specialization.
127910,,,Gain +$ev1 $en1 while crafting professions equipment and consumables.
127911,,,Learn a sub-specialization of your choice.
127912,,,Gain +$ev1 $en1 while crafting professions equipment and consumables.
127913,,,Learn a sub-specialization of your choice.
127914,,,Gain +$ev1 $en1 while crafting professions equipment and consumables.
127915,,,Learn to craft $@spellname450282.
127916,Means of Production,,"Improve at the more industrial aspects of Blacksmithing, gaining +$ev1 $en1 when crafting profession equipment and consumables per point in this specialization."
127917,Alloys,,
127918,Frameworks,,
127919,Fortuitous Forges,,
127920,Tool Enhancement,,
127921,Weapon Stones,,
127922,Stonework,,
127923,Trade Accessories,,
127924,Trade Tools,,
127925,Tools of the Trade,,
127926,Means of Production,,Master the art of smithing profession equipment and consumable items.
127927,,,
127928,,,
127929,,,
127930,,,
127931,,,
127932,,,"(NYI) Extracting a Evolution card grants you a stack of Favored Fortune. Upon reaching 10 stacks, the perfect card presents itself."
127933,,,+$ev1 $en1 when crafting Evolution cards.
127934,,,+$ev1 $en1 when crafting Evolution cards.
127935,,,"(NYI) Learn how to Extract Evolution cards, gaining reagents used to craft more cards."
127936,,,+$ev1 $en1 when crafting Evolution cards.
127937,,,+$ev1 $en1 when crafting Evolution cards.
127938,,,(NYI) Unlock Evolution card recipe.
127939,Darkmoon Sigil: Evolution,,"Improve your ability to craft Darkmoon Cards of the Sybmiosis suit, gaining +$ev1 $en1 when crafting Evolution cards per point in this sub-specialization."
127940,,,"(NYI) Extracting a Vivacity card grants you a stack of Favored Fortune. Upon reaching 10 stacks, the perfect card presents itself."
127941,,,+$ev1 $en1 when crafting Vivacity cards.
127942,,,+$ev1 $en1 when crafting Vivacity cards.
127943,,,"(NYI) Learn how to Extract Vivacity cards, gaining reagents used to craft more cards."
127944,,,+$ev1 $en1 when crafting Vivacity cards.
127945,,,+$ev1 $en1 when crafting Vivacity cards.
127946,,,(NYI) Unlock Vivacity card recipe.
127947,Darkmoon Sigil: Vivacity,,"Improve your ability to craft Darkmoon Cards of the Sybmiosis suit, gaining +$ev1 $en1 when crafting Vivacity cards per point in this sub-specialization."
127948,,,"(NYI) Extracting a Symbiosis card grants you a stack of Favored Fortune. Upon reaching 10 stacks, the perfect card presents itself."
127949,,,+$ev1 $en1 when crafting Symbiosis cards.
127950,,,+$ev1 $en1 when crafting Symbiosis cards.
127951,,,"(NYI) Learn how to Extract Symbiosis cards, gaining reagents used to craft more cards."
127952,,,+$ev1 $en1 when crafting Symbiosis cards.
127953,,,+$ev1 $en1 when crafting Symbiosis cards.
127954,,,(NYI) Unlock Symbiosis card recipe.
127955,Darkmoon Sigil: Symbiosis,,"Improve your ability to craft Darkmoon Cards of the Sybmiosis suit, gaining +$ev1 $en1 when crafting Symbiosis cards per point in this sub-specialization."
127956,,,"(NYI) Extracting a Radiance card grants you a stack of Favored Fortune. Upon reaching 10 stacks, the perfect card presents itself."
127957,,,+$ev1 $en1 when crafting Radiance cards.
127958,,,+$ev1 $en1 when crafting Radiance cards.
127959,,,"(NYI) Learn how to Extract Radiance cards, gaining reagents used to craft more cards."
127960,,,+$ev1 $en1 when crafting Radiance cards.
127961,,,+$ev1 $en1 when crafting Radiance cards.
127962,,,(NYI) Unlock Radiance card recipe.
127963,Darkmoon Sigil: Radiance,,"Improve your ability to craft Darkmoon Cards of the Radiance suit, gaining +$ev1 $en1 when crafting Radiance cards per point in this sub-specialization."
127964,,,Unlock a sub-specialization of your choice.
127965,,,+$ev1 $en1 when crafting Darkmoon Cards.
127966,,,Unlock a sub-specialization of your choice.
127967,,,+$ev1 $en1 when crafting Darkmoon Cards.
127968,,,Unlock a sub-specialization of your choice.
127969,,,+$ev1 $en1 when crafting Darkmoon Cards.
127970,,,(NYI)- Unlock the ability to add Finishing Reagents when crafting Darkmoon Cards. |n|n - Unlock a sub-specialization of your choice.
127971,Cryptic Collection,,"Improve your ability to craft Darkmoon Cards, gaining +$ev1 $en1 when crafting Darkmoon Cards per point in this sub-specialization."
127972,,,- +$ev1 $en1 when crafting missives. |n|n +$ev2 $en2 when crafting missives.
127973,,,+$ev1 $en1 when crafting missives.
127974,,,+$ev1 $en1 when crafting missives.
127975,,,"Gain 2% Crafting Speed every time you craft a missive for 30 seconds, stacking up to 15 times."
127976,,,+$ev1 $en1 when crafting missives.
127977,,,+$ev1 $en1 when crafting missives.
127978,,,(NYI) Unlock missive recipe.
127979,Missives,,"Improve your ability to craft missives, gaining +$ev1 $en1 when crafting missives per point in this sub-specialization."
127980,,,- +$ev1 $en1 when crafting contracts. |n|n +$ev2 $en2 when crafting contracts.
127981,,,+$ev1 $en1 when crafting contracts.
127982,,,+$ev1 $en1 when crafting contracts.
127983,,,"Gain 2% Crafting Speed every time you craft a contract for 30 seconds, stacking up to 15 times."
127984,,,+$ev1 $en1 when crafting contracts.
127985,,,+$ev1 $en1 when crafting contracts.
127986,,,(NYI) Unlock contract recipe.
127987,Contracts,,"Improve your ability to craft contracts, gaining +$ev1 $en1 when crafting contracts per point in this sub-specialization."
127988,,,(NYI)- Unlock Vantus Empowering Rune recipe. |n|n - +$ev1 $en1 when crafting Vantus Runes.
127989,,,+$ev1 +$en1 when crafting Vantus Runes.
127990,,,+$ev1 +$en1 when crafting Vantus Runes.
127991,,,"Gain 2% Crafting Speed every time you craft a Vantus Rune for 30 seconds, stacking up to 15 times."
127992,,,+$ev1 +$en1 when crafting Vantus Runes.
127993,,,+$ev1 +$en1 when crafting Vantus Runes.
127994,,,(NYI) Unlock Vantus Rune Recipe.
127995,Vantus Runes,,"Improve your ability to craft Vantus Runes, gaining +$ev1 $en1 when crafting Vantus Runes per point in this sub-specialization."
127996,,,Unlock the final sub-specialization.
127997,,,+$ev1 $en1 when crafting runic goods.
127998,,,Unlock a sub-specialization of your choice.
127999,,,+$ev1 $en1 when crafting runic goods.
128000,,,Unlock a sub-specialization of your choice.
128001,,,+$ev1 $en1 when crafting runic goods.
128002,,,Learn to add Finishing Reagents when crafting runic goods.
128003,Runic Research,,"Improve your ability to craft runic goods that empower your equipment and increase renown, gaining +$ev1 $en1 per point in this sub-specialization."
128004,,,+$ev1 $en1 when crafting lexicon-related goods.
128005,,,+$ev1 $en1 and +$ev2 $en2 when crafting lexicon-related goods.
128006,,,+$ev1 $en1 and +$ev2 $en2 when crafting lexicon-related goods.
128007,,,+$ev1 $en1 when crafting lexicon-related goods.
128008,,,Unlock a sub-specialization of your choice.
128009,,,+$ev1 $en1 when crafting lexicon-related goods.
128010,,,Unlock a sub-specialization of your choice.
128011,Archival Additions,,"Improve your ability to craft lexicon-related goods that empower your equipment, increase renown, and reveal darkmoon cards, gaining +$ev1 $en1 per point in this specialization."
