ID,Title_lang,BodyText_lang
12007,Overview,"Players initially face Serpentrix alone. However when the beast reaches 66% and 33% health it will |cFF2959D3|Hspell:191873|h[Submerge]|h|r and re-emerge at a distant location, summoning two Hydra Spawns nearby."
12008,Damage Dealer,"$bullet;When Serpentrix uses |cFF2959D3|Hspell:191855|h[Toxic Wound]|h|r, keep moving to avoid taking damage from the |cFF2959D3|Hspell:191858|h[Toxic Puddle]|h|r.
$bullet;Avoid damage from |cFF2959D3|Hspell:192050|h[Poison Spit]|h|r by staying downwind of Serpentrix during |cFF2959D3|Hspell:191797|h[Violent Winds]|h|r.
$bullet;When Serpentrix uses |cFF2959D3|Hspell:191873|h[Submerge]|h|r at 33% and 66% health, interrupt it to prevent damage from |cFF2959D3|Hspell:191848|h[Rampage]|h|r."
12009,Healers,"$bullet;When Serpentrix uses |cFF2959D3|Hspell:191855|h[Toxic Wound]|h|r, keep moving to avoid taking damage from the |cFF2959D3|Hspell:191858|h[Toxic Puddle]|h|r.
$bullet;Avoid damage from |cFF2959D3|Hspell:192050|h[Poison Spit]|h|r by staying downwind of Serpentrix during |cFF2959D3|Hspell:191797|h[Violent Winds]|h|r."
12010,Tanks,"$bullet;Avoid damage from |cFF2959D3|Hspell:192050|h[Poison Spit]|h|r by staying downwind of Serpentrix during |cFF2959D3|Hspell:191797|h[Violent Winds]|h|r.
$bullet;When Serpentrix uses |cFF2959D3|Hspell:191873|h[Submerge]|h|r at 33% and 66% health, interrupt it to prevent damage from |cFF2959D3|Hspell:191848|h[Rampage]|h|r."
12011,Poison Spit,
12012,Section 6,
12013,Section 7,
12014,Submerge,
12015,Blazing Hydra Spawn,Summoned nearby Serpentrix after Emerging.
12016,Section 10,
12017,Arcane Hydra Spawn,Summoned nearby Serpentrix after Emerging.
12018,Section 12,
12019,Section 13,
12020,Overview,"Warlord Parjesh calls in reinforcements to assist him in combat and hurls an |cFF2959D3|Hspell:191977|h[Impaling Spear]|h|r, striking the first target in a line and inflicting massive damage."
12021,Damage Dealers,"$bullet;Position yourself behind naga reinforcements when |cFF2959D3|Hspell:191977|h[Impaling Spear]|h|r is being thrown to avoid being pinned.
$bullet;Kill enemy naga summoned by |cFF2959D3|Hspell:192072|h[Call Reinforcements]|h|r."
12022,Healers,"$bullet;Position yourself behind naga reinforcements when |cFF2959D3|Hspell:191977|h[Impaling Spear]|h|r is being thrown to avoid being pinned.
$bullet;If an ally is struck by |cFF2959D3|Hspell:191977|h[Impaling Spear]|h|r, that player will require increased healing."
12023,Tanks,"$bullet;Position yourself behind naga reinforcements when |cFF2959D3|Hspell:191977|h[Impaling Spear]|h|r is being thrown to avoid being pinned.
$bullet;Gain threat on Hatecoil Shellbreakers when |cFF2959D3|Hspell:192072|h[Call Reinforcements]|h|r is cast."
12024,Crashing Wave,
12025,Quicksand,
12026,Section 7,
12027,Section 8,
12028,Hatecoil Shellbreaker,Assaults players with heavy melee damage.
12029,Section 12,
12030,Hatecoil Crestrider,Hurls lightning bolts at random targets.
12031,Section 11,
12044,Overview,Hyrja becomes empowered by Olmyr the Enlightened and Solsten depending upon which mystic she is closest to. As she becomes empowered she is granted particular abilities that grow in power over time. Moving Hyrja out of range of a mystic slowly reduces that mystic's empowerment.
12045,Damage Dealers,"$bullet;Move away from other players when affected with |cFF2959D3|Hspell:192048|h[Expel Light]|h|r.
$bullet;While Hyrja has |cFF2959D3|Hspell:192132|h[Mystic Empowerement: Thunder]|h|r be prepared to run to safety during |cFF2959D3|Hspell:192305|h[Eye of the Storm]|h|r
$bullet;While Hyrja has |cFF2959D3|Hspell:192133|h[Mystic Empowerement: Holy]|h|r avoid the orbs of light during |cFF2959D3|Hspell:192307|h[Sanctify]|h|r"
12046,Healers,"$bullet;Move away from other players when affected with |cFF2959D3|Hspell:192048|h[Expel Light]|h|r.
$bullet;While Hyrja has |cFF2959D3|Hspell:192132|h[Mystic Empowerement: Thunder]|h|r be prepared to run to safety during |cFF2959D3|Hspell:192305|h[Eye of the Storm]|h|r
$bullet;While Hyrja has |cFF2959D3|Hspell:192133|h[Mystic Empowerement: Holy]|h|r avoid the orbs of light during |cFF2959D3|Hspell:192307|h[Sanctify]|h|r"
12047,Tanks,"$bullet;Move Hyrja between Olmyr and Solsten to manage how many stacks of |cFF2959D3|Hspell:192132|h[Mystic Empowerement: Thunder]|h|r and |cFF2959D3|Hspell:192133|h[Mystic Empowerement: Holy]|h|r she has.
$bullet;While Hyrja has |cFF2959D3|Hspell:192132|h[Mystic Empowerement: Thunder]|h|r be prepared to run to safety during |cFF2959D3|Hspell:192305|h[Eye of the Storm]|h|r
$bullet;While Hyrja has |cFF2959D3|Hspell:192133|h[Mystic Empowerement: Holy]|h|r avoid the orbs of light during |cFF2959D3|Hspell:192307|h[Sanctify]|h|r"
12048,Overview,"Lady Hatecoil assaults her enemies with raging storms and lightning strikes, using conductivity to her advantage. 

|cFF2959D3|Hspell:193597|h[Static Nova]|h|r strikes all players touching the water and |cFF2959D3|Hspell:193611|h[Focused Lightning]|h|r can blow away sand dunes."
12049,Overview,"King Deepbeard attacks with an array of avoidable abilities. Normally, evade the damage, but if you are afflicted with |cFF2959D3|Hspell:193018|h[Gaseous Bubbles]|h|r, seek out damaging effects to avoid triggering a |cFF2959D3|Hspell:193047|h[Gaseous Explosion]|h|r."
12051,Section 6,"$[!2,8,23

In this difficulty, after Expel Light bursts, the effect bounces to another player.$]"
12052,Section 7,
12053,Section 8,"$[!2,8,23

In this difficulty, stacks of Mystic Empowerment: Holy slowly fade away while Hyrja is not being actively empowered by Olmyr the Enlightened.$]"
12054,Section 9,
12055,Section 10,"$[!2,8,23

In this difficulty, stacks of Mystic Empowerment: Thunder slowly fade away while Hyrja is not being actively empowered by Solsten.$]"
12056,Section 11,
12057,Overview,"The Wrath of Azshara crushes Queen Azshara's enemies with fierce storms and arcane energy, seeking to wash away her foes. Avoid the dangerous weather hazards and watch out when the storm intensifies!"
12058,Damage Dealers,"$bullet;Avoid taking damage from |cFF2959D3|Hspell:193051|h[Call the Seas]|h|r.
$bullet;Move to avoid damage from |cFF2959D3|Hspell:193171|h[Aftershock]|h|r after King Deepbeard casts |cFF2959D3|Hspell:193152|h[Quake]|h|r."
12059,Healers,"$bullet;Avoid damage when King Deepbeard casts |cFF2959D3|Hspell:193051|h[Call the Seas]|h|r.
$bullet;Move to avoid damage from |cFF2959D3|Hspell:193171|h[Aftershock]|h|r after King Deepbeard casts |cFF2959D3|Hspell:193152|h[Quake]|h|r."
12060,Tanks,"$bullet;Avoid damage when King Deepbeard casts |cFF2959D3|Hspell:193051|h[Call the Seas]|h|r.
$bullet;Move to avoid damage from |cFF2959D3|Hspell:193171|h[Aftershock]|h|r after King Deepbeard casts |cFF2959D3|Hspell:193152|h[Quake]|h|r.
$bullet;When King Deepbeard casts |cFF2959D3|Hspell:193093|h[Ground Slam]|h|r move to avoid damage!"
12061,Damage Dealers,"$bullet;Move on top of a sand dune to avoid damage from |cFF2959D3|Hspell:193597|h[Static Nova]|h|r.
$bullet;Move away from sand dunes when |cFF2959D3|Hspell:193611|h[Focused Lightning]|h|r strikes to prevent it from destroying them."
12062,Healers,"$bullet;Move on top of a sand dune to avoid damage from |cFF2959D3|Hspell:193597|h[Static Nova]|h|r.
$bullet;Move away from sand dunes when |cFF2959D3|Hspell:193611|h[Focused Lightning]|h|r strikes to prevent it from destroying them."
12063,Tanks,"$bullet;Move on top of a sand dune to avoid damage from |cFF2959D3|Hspell:193597|h[Static Nova]|h|r.
$bullet;Move away from sand dunes when |cFF2959D3|Hspell:193611|h[Focused Lightning]|h|r strikes to prevent it from destroying them.
$bullet;Gain threat on loose Saltsea Globules when Lady Hatecoil casts |cFF2959D3|Hspell:193682|h[Beckon Storm]|h|r."
12064,Damage Dealers,"$bullet;Avoid being sucked into the air by moving away from |cFF2959D3|Hspell:192675|h[Mystic Tornado]|h|r when it spawns.
$bullet;Move out of the detonation area of |cFF2959D3|Hspell:192708|h[Arcane Bomb]|h|r once it has been dispelled."
12065,Healers,"$bullet;Avoid being sucked into the air by moving away from |cFF2959D3|Hspell:192675|h[Mystic Tornado]|h|r when it spawns.
$bullet;Dispel |cFF2959D3|Hspell:192708|h[Arcane Bomb]|h|r from players so they can avoid its detonation."
12066,Tanks,"$bullet;Remain within melee range of the Wrath of Azshara to prevent it from using |cFF2959D3|Hspell:192696|h[Raging Storms]|h|r.
$bullet;Avoid being sucked into the air by moving away from |cFF2959D3|Hspell:192675|h[Mystic Tornado]|h|r when it spawns.
$bullet;Move out of the area while |cFF2959D3|Hspell:192619|h[Massive Deluge]|h|r is being cast."
12067,Overview,"Tirathon begins the fight in his blood elf form, but uses Metamorphosis halfway through the encounter. Tirathon changes to one of two demonic forms at this time and uses new and altered abilities. The form that Tirathon chooses changes from week to week."
12068,Damage Dealers,"$bullet;If Tirathon metamorphoses into a Vengeance demon he casts |cFF2959D3|Hspell:202913|h[Fel Mortar]|h|r instead of |cFF2959D3|Hspell:191823|h[Furious Blast]|h|r. This will greatly increase the number of Furious Flames zones in the arena.
$bullet;If Tirathon metamorphoses into a Havoc demon, use your damage reduction abilities to survive."
12069,Healers,"$bullet;|cFF2959D3|Hspell:191823|h[Furious Blast]|h|r damages the entire party if Tirathon's cast is successful.
$bullet;If Tirathon metamorphoses into a Havoc demon the entire party will take significant damage as the fight continues."
12070,Tanks,"$bullet;|cFF2959D3|Hspell:191941|h[Darkstrikes]|h|r inflicts substantial Shadow damage while active.
$bullet;If Tirathon enters Vengeance form, reposition him to avoid his whirling Glaives."
12071,"Tirathon, Fallen Hunter",
12072,Section 2,
12073,Section 3,
12074,Section 4,
12075,Demon Form: Havoc,Tirathon metamorphoses into a Havoc demon. He gains the ability to focus his hatred as a beam of fel energy and he periodically Immolates the entire party.
12077,Section 11,
12080,Demon Form: Vengeance,"Tirathon metamorphoses into a Vengeance demon. He looses his glaives to fly about the arena with a Fel Chain between them. In addition, Furious Blast is replaced with Fel Mortar."
12081,Section 14,
12082,Section 16,
12083,Section 15,
12084,Section 14,
12085,Massive Deluge,
12086,Section 5,
12087,Call the Seas,
12088,Section 6,
12089,Section 7,
12090,Section 8,
12093,Section 9,
12094,Section 13,
12095,Overview,"Ash'golm gradually fills the playspace with more and more lava until he is frozen by the room's countermeasures.  Once frozen, Ash'golm becomes Brittle and takes additional damage until he reheats and begins to fill the room with fire once again."
12096,Tanks,"$bullet;Ash'golm aims his |cFF2959D3|Hspell:192522|h[Fissure]|h|r
 ability in the direction of his current target.
$bullet;Embers always attack random enemies and cannot be tanked.
$bullet;Players can absorb lava by moving through it."
12097,Healers,"$bullet;The entire party will take damage from |cFF2959D3|Hspell:193209|h[Smoldering]|h|r unless Ash'Golm is frozen.
$bullet;|cFF2959D3|Hspell:192622|h[Volcano]|h|r and |cFF2959D3|Hspell:192631|h[Lava Wreath]|h|r target players at range.
$bullet;Players can absorb lava by moving through it."
12098,Damage Dealers,"$bullet;Ash'golm and his Embers will take more damage when they are |cFF2959D3|Hspell:192517|h[Brittle]|h|r.
$bullet;|cFF2959D3|Hspell:192622|h[Volcano]|h|r and |cFF2959D3|Hspell:192631|h[Lava Wreath]|h|r target players at range.
$bullet;Players can absorb lava by moving through it."
12099,Section 5,
12100,Brittle,
12101,Section 7,
12102,Section 8,
12103,Section 9,
12104,Overview,"Hymdall uses his Horn of Valor to call in Storm Drakes to breathe lightning on the platform. As the fight progresses, the number of drakes called by the Horn of Valor increases."
12105,Damage Dealers,"$bullet;Avoid standing near |cFF2959D3|Hspell:193235|h[Dancing Blade]|h|r.
$bullet;Do not be in front of Hymdall as he can cast |cFF2959D3|Hspell:193083|h[Bloodletting Sweep]|h|r without warning.
$bullet;Beware the skies, as Storm Drakes strafe across the platform, leaving a |cFF2959D3|Hspell:193260|h[Static Field]|h|r."
12106,Healers,"$bullet;Avoid standing near |cFF2959D3|Hspell:193235|h[Dancing Blade]|h|r.
$bullet;Do not be in front of Hymdall as he can cast |cFF2959D3|Hspell:193083|h[Bloodletting Sweep]|h|r without warning.
$bullet;Beware the skies, as Storm Drakes strafe across the platform, leaving a |cFF2959D3|Hspell:193260|h[Static Field]|h|r."
12107,Tanks,"$bullet;Avoid standing near |cFF2959D3|Hspell:193235|h[Dancing Blade]|h|r.
$bullet;Face Hymdall away from other players as he can cast |cFF2959D3|Hspell:193083|h[Bloodletting Sweep]|h|r without warning.
$bullet;Beware the skies, as Storm Drakes strafe across the platform, leaving a |cFF2959D3|Hspell:193260|h[Static Field]|h|r."
12109,Section 8,
12110,Section 6,
12111,Section 7,
12112,Storm Drake,
12114,Section 11,
12115,Section 12,
12128,Overview,"God-King Skovald battles the party for control of the Aegis of Aggramar. Players may wrest the Aegis from Skovald's grasp, and use it to defend against his ultimate attacks."
12129,Damage Dealers,"$bullet;Avoid standing too close to allies while Skovald casts |cFF2959D3|Hspell:193660|h[Felblaze Rush]|h|r.
$bullet;Rely on the protective shield of the |cFF2959D3|Hspell:193765|h[Aegis of Aggramar]|h|r to survive |cFF2959D3|Hspell:193827|h[Ragnarok]|h|r."
12130,Healers,"$bullet;Rely on the protective shield of the |cFF2959D3|Hspell:193765|h[Aegis of Aggramar]|h|r to survive |cFF2959D3|Hspell:193827|h[Ragnarok]|h|r.
$bullet;Avoid standing too close to allies while Skovald casts |cFF2959D3|Hspell:193660|h[Felblaze Rush]|h|r."
12131,Tanks,"$bullet;Active Mitigation can be used to reduce the damage of |cFF2959D3|Hspell:193668|h[Savage Blade]|h|r.
$bullet;Rely on the protective shield of the |cFF2959D3|Hspell:193765|h[Aegis of Aggramar]|h|r to survive |cFF2959D3|Hspell:193827|h[Ragnarok]|h|r."
12132,God-King Skovald,
12133,Section 6,
12134,Section 7,
12137,Section 6,
12138,Section 7,
12139,Saltsea Globule,
12140,Section 9,
12141,Section 10,
12142,Section 10,
12143,Overview,"Ymiron combats players utilizing dark magic, creating essences of Bane that orbit him that explode upon contact."
