ID,Description_lang,Title_lang,Reward_lang
14800,Complete the optional Ardenweald storylines listed below.,Sojourner of Ardenweald,
14801,Complete the optional Bastion storylines listed below.,Sojourner of Bastion,
14802,Defeat all seven champions in the Theater of Pain.,Bloodsport,
14804,Complete the Exile's Reach introductory experience while a recruit of the Recruit-A-Friend program.,<Hidden> Exile's Reach RAF Bag,
14807,"Once earned, a player's alt can access the Shadowlands Time Skip mode. (DNT)",<Hidden> Completed Shadowlands Story (DNT) <Account>,
14808,"Successfully complete the first Layer of each of the following sections of Torghast, Tower of the Damned:",Touring Torghast,
14809,"Successfully complete Layer 4 of each of the following sections of Torghast, Tower of the Damned:",Traversing Torghast,
14810,"Successfully complete Layer 8 of each of the following sections of Torghast, Tower of the Damned:",Terror of Torghast,
14811,,<Hidden> Shadowlands Alt - Launch Chromie if Shadowlands in Progress (DNT),
14813,,<Hidden> HoA Catch All <DNT>,
14815,Kill High Exarch Turalyon.,Executing the Exarch,
14816,Obtain the Sinful Gladiator's Soul Eater from Shadowlands Season 1.,Sinful Gladiator's Soul Eater,
14817,Kill Rokhan.,Opposing Orgrimmar,
14819,Seething Shore Killing Blows,Seething Shore Killing Blows,
14820,Battle of Wintergrasp Killing Blows,Battle of Wintergrasp Killing Blows,
14821,Ashran Killing Blows,Ashran Killing Blows,
14822,Seething Shore Honorable Kills,Seething Shore Honorable Kills,
14823,Battle for Wintergrasp Honorable Kills,Battle for Wintergrasp Honorable Kills,
14824,Ashran Honorable Kills,Ashran Honorable Kills,
14825,Complete the Shadowlands achievements listed below.,Shadowlands Voyager,
14831,Collect any armor set from Shadowlands PvP Season 1.,"I Live, I Die, I Queue Again",
14833,Create each of these Fashion Accessories with Abominable Stitching.,Fashion Abomination,
14834,Unlock your covenant's first soulbind.,Bound with Purpose,
14835,Unlock your covenant's second soulbind.,A Resolute Bond,
14836,Unlock your covenant's third soulbind.,Unwavering Bond,
14837,Unlock all rows in all three of your covenant's soulbinds.,Nexus of Bonds,
14839,Raise three adventurers to level 60 in Adventures.,Adventures: Off To Adventure,
14840,Level an adventurer to level 20.,Adventures: Learning the Ropes,
14841,Level an adventurer to level 40.,Adventures: Now You're Cooking,
14842,Level an adventurer to level 60.,Adventures: Strength and Resilience,
14843,Collect all 12 adventurers from your Covenant.,Adventures: Harmony of Purpose,
14844,Complete the following Maw adventures.,Adventures: Into the Breach,
14845,Complete an adventure.,Adventures: A Step in the Right Direction,
14846,Complete 10 adventures.,Adventures: Leaves in the Forest,
14847,Complete 100 adventures.,Adventures: Protector of the Shadowlands,
14848,Shared Achievement for Tracking Twisting Corridors Unlock. Hidden,Torghast: Tracking - Twisting Corridors Unlocked,
14851,Defeat Kalisthene and Craven Corinth while using the Spiritforged Aegis.,Bastion of Protection,
14852,"Defeat Alderyn and Myn'ir, and Splinterbark Nightmare in a Trial of Loyalty as Mikanikos.",The Hoot of the Issue,
14853,"Defeat Mad Mortimer after being afflicted by Fiery Veins, Frozen, and Uncontrolled Vomiting.",All The Colors of the Painbow,
14854,Overcome a Trial of Loyalty using each piece of soulbind equipment.,It's Not What You Wear,
14855,,<Hidden> - NPE Restrictions Removed,
14856,Overcome a Trial of Wisdom with five Charms equipped.,"Charmed, I'm Sure",
14857,Defeat Echthra in a Trial of Wisdom after killing 20 Crawlers.,Itsy Bitsy Fighters,
14858,Defeat Craven Corinth in a Trial of Wisdom after he has consumed two anima orbs.,Curse of Thirst,
14859,Defeat Athanos in a Trial of Wisdom after surviving five Power Swings.,Inside the Park Home Run,
14860,Overcome a Trial of Wisdom without equipping any soulbind equipment.,Bare Necessities,
14861,"Defeat Kalisthene and Athanos in the Trial of Wisdom using with Pelagos, Kleia, and Mikanikos.",Learning from the Masters,
14862,Overcome a Trial of Humility using each soulbind equipment.,It's How You Wear It,
14863,Defeat Thran'tiok in a Trial of Wisdom without damaging her before destroying all phylacteries.,Death Foursworn,
14864,"Defeat Azaruux in a Trial of Wisdom as Pelagos, without confronting any memories.",Personal Nightmare,
14865,"Defeat all ten Trials of Humility with Pelagos, Kleia, and Mikanikos.",Disciple of Humility,
14866,Defeat all ten Trials of Humility without any charms or active braziers.,Master of the Path,
14867,Catch every battle pet in the Shadowlands.,Shadowlands Safari,
14868,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Aquatic pets.,Aquatic Apparitions,
14869,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Beast pets.,Beast Busters,
14870,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Critter pets.,Creepy Critters,
14871,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Dragonkin pets.,Deathly Dragonkin,
14872,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Elemental pets.,Eerie Elementals,
14873,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Flying pets.,Flickering Fliers,
14874,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Humanoid pets.,Haunted Humanoids,
14875,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Magic pets.,Mummified Magics,
14876,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Mechanical pets.,Macabre Mechanicals,
14877,Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Undead pets.,Unholy Undead,
14879,Complete the following achievements.,Family Exorcist,Pet: Spriggan Trickster
14881,Defeat the following afterlife atrocities of the Shadowlands.,Abhorrent Adversaries of the Afterlife,Pet: Winterleaf Spriggan
14884,Reach level 45.,Level 45,
14886,,<Hidden> HoA Catch All <DNT> (copy),
14887,Wave goodbye to Athanos after he waves to you.,To the Moon,
14888,Hidden shared Achievement for vendor option tracking. [DNT],Torghast: Tracking - Vendor - Uncommons Unlocked [DNT],
14889,Hidden shared Achievement for vendor option tracking. [DNT],Torghast: Tracking - Vendor - Rares Unlocked [DNT],
14890,Hidden shared Achievement for vendor option tracking. [DNT],Torghast: Tracking - Vendor - Free Cache Unlocked [DNT],
14891,Hidden shared Achievement for vendor option tracking. [DNT],Torghast: Tracking - Vendor - Extra Life Unlocked [DNT],
14892,Hidden shared Achievement for anima cache higher epic chance. [DNT],Torghast: Tracking - Vendor - Higher Epic Chance Unlocked [DNT],
14893,Hidden shared Achievement for Obleron Armaments stacking. [DNT],Torghast: Tracking - Vendor - Obleron Armaments Unlocked [DNT],
14894,Unlock any two of the permanent upgrades from Ve'nari.,"To 'Ghast, Two Curios",
14895,Unlock any five of the permanent upgrades from Ve'nari.,'Ghast Five,
14897,,Item slots equipped with Uncommon items,
14898,,Item slots equipped with Rare items,
14899,,Item slots equipped with Epic items,
14900,,Item slots equipped with Legendary items,
14901,,Item slots equipped with Heirloom items,
14902,Hidden shared Achievement for No Single Choices. [DNT],Torghast: Tracking - Vendor - No Single Choices [DNT],
14904,Proud owner of the Moon-Touched Netherwhelp from BlizzConline.,Netherwhelp Online,
14905,,Torghast Tracking - Complete Layer 4 - Skoldus Hall  [DNT],
14906,,Torghast Tracking - Complete Layer 4 - Fracture Chambers [DNT],
14907,,Torghast Tracking - Complete Layer 4 - Soulforges [DNT],
14908,,Torghast Tracking - Complete Layer 4 - Coldheart Interstitia  [DNT],
14909,,Torghast Tracking - Complete Layer 4 - Mort'regar  [DNT],
14910,,Torghast Tracking - Complete Layer 4 - Upper Reaches [DNT],
14911,,Torghast Tracking - Complete Layer 8 - Skoldus Hall  [DNT],
14912,,Torghast Tracking - Complete Layer 8 - Fracture Chambers [DNT],
14913,,Torghast Tracking - Complete Layer 8 - Soulforges [DNT],
14914,,Torghast Tracking - Complete Layer 8 - Coldheart Interstitia  [DNT],
14915,,Torghast Tracking - Complete Layer 8 - Mort'regar  [DNT],
14916,,Torghast Tracking - Complete Layer 8 - Upper Reaches [DNT],
14917,Complete Layer 1 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 1 - Account [DNT],
14918,Complete Layer 2 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 2 - Account [DNT],
14919,Complete Layer 3 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 3 - Account [DNT],
14920,Complete Layer 4 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 4 - Account [DNT],
14921,Complete Layer 5 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 5 - Account [DNT],
14922,Complete Layer 6 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 6 - Account [DNT],
14923,Complete Layer 7 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 7 - Account [DNT],
14924,Complete Layer 8 of any run. Account. [DNT],Torghast: Tracking - Completed Layer 8 - Account [DNT],
14930,Hidden shared Achievement for Show Teleport Points. [DNT],Torghast: Tracking - Vendor - Show Teleport Points [DNT],
14931,"Proud owner of the 2020 Vintage Winter Veil gift, the Wreath-A-Rang.",Flying Festivities,
14933,Small Shape form currently selected if you have earned small shapes.,9.0 - Covenant - Night Fae - Small Shape Selected,
14934,,9.1 Campaign - Quest Launch,
14936,Torghast - Into Torghast Character Tracking Achivement [DNT],Torghast - Into Torghast Character [DNT],
14937,Achievement for Tracking Twisting Corridors Unlock. Character. Hidden,Torghast - Twisting Corridor Unlock - Character [DNT],
14938,"Complete all Shadowlands Season One dungeons at Mythic Level 5 or higher, within the time limit.",Shadowlands Keystone Explorer: Season One,
14942,Logged in during WoW's 17th Anniversary.,WoW's 17th Anniversary,
14943,"Defeat Ylva, the Mate of Guarm in the Maw while having five stacks of Blood of the Pack active.",Guarmageddon,
14944,Unlocked Layer 9 (Achieved 5+ Gems on Layer 8) Hidden.,Torghast Tracking 9.1 - Layer 9 Unlocked - Account [DNT],
14945,Unlocked Layer 10 (Achieved 5+ Gems on Layer 9) Hidden.,Torghast Tracking 9.1 - Layer 10 Unlocked - Account [DNT],
14946,Unlocked Layer 11 (Achieved 4+ Gems on Layer 10) Hidden.,Torghast Tracking 9.1 - Layer 11 Unlocked - Account [DNT],
14947,Unlocked Layer 12 (Achieved 4+ Gems on Layer 11) Hidden.,Torghast Tracking 9.1 - Layer 12 Unlocked - Account [DNT],
14954,Unlock Layer 9 (4+ Gem Layer 8) Hidden.,Torghast Tracking 9.1 - Layer 9 Unlocked - Character [DNT],
14955,Unlock Layer 10 (4+ Gem Layer 9) Hidden.,Torghast Tracking 9.1 - Layer 10 Unlocked - Character [DNT],
14956,Unlock Layer 11 (4+ Gem Layer 10) Hidden.,Torghast Tracking 9.1 - Layer 11 Unlocked - Character [DNT],
14957,Unlock Layer 12 (4+ Gem Layer 11) Hidden.,Torghast Tracking 9.1 - Layer 12 Unlocked - Character [DNT],
14961,Complete the storylines listed below.,Chains of Domination,
14966,,Unchained Combatant,
14967,,Unchained Combatant,
14968,Earn the rank of Combatant I during Shadowlands Season 2.,Combatant I: Shadowlands Season 2,Seasonal Character Title: Combatant
14969,Earn the rank of Challenger I during Shadowlands Season 2.,Challenger I: Shadowlands Season 2,Seasonal Character Title: Challenger
14970,Earn the rank of Rival I during Shadowlands Season 2.,Rival I: Shadowlands Season 2,Seasonal Character Title: Rival
14971,Earn the rank of Duelist during Shadowlands Season 2.,Duelist: Shadowlands Season 2,Seasonal Character Title: Duelist
14972,Win 50 3v3 games while at Elite rank during Shadowlands Season 2.,Gladiator: Shadowlands Season 2,Reward: Gladiator Mount & Seasonal Character Title
14973,End Shadowlands PvP Season 2 in the top 0.1% of the 3v3 arena ladder (requires 150 games won on your current faction in Shadowlands Season 2).,Unchained Gladiator: Shadowlands Season 2,Character Title: Unchained Gladiator
14974,Earn the rank of Elite during Shadowlands Season 2.,Elite: Shadowlands Season 2,Seasonal Character Title: the Elite
14975,End Shadowlands Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Shadowlands Season 2).,Hero of the Alliance: Unchained,
14976,End Shadowlands Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Shadowlands Season 2).,Hero of the Horde: Unchained,
14998,Defeat The Tarragrue after entering the mists and reuniting Moriaz with Buttons in the Sanctum of Domination on Normal difficulty or higher.,"Name A Better Duo, I'll Wait",
14999,Obtain the Unchained Gladiator's Soul Eater from Shadowlands Season 2.,Unchained Gladiator's Soul Eater,
15000,Complete all four covenant assaults in the Maw.,United Front,
15001,Open ten Rift Hidden Caches during the Night Fae assault on the Crucible of the Damned.,Jailer's Personal Stash,
15003,Defeat The Nine after forming a Shard of Destiny from 9 or more Fragments of Destiny in the Sanctum of Domination on Normal difficulty or higher.,To the Nines,
15004,"Find ""Sly"" each time he runs away.",A Sly Fox,Pet: Sly
15010,Hidden account-wide tracking achievement allowing access to Ve'nari's goods which require Apprehensive standing [DNT],Maw Tracking - Vendor - Items Unlocked - Apprehensive [DNT],
15011,Hidden account-wide tracking achievement allowing access to Ve'nari's goods which require Tentative standing [DNT],Maw Tracking - Vendor - Items Unlocked - Tentative [DNT],
15012,Hidden account-wide tracking achievement allowing access to Ve'nari's goods which require Ambivalent standing [DNT],Maw Tracking - Vendor - Items Unlocked - Ambivalent [DNT],
15013,Hidden account-wide tracking achievement allowing access to Ve'nari's goods which require Cordial standing [DNT],Maw Tracking - Vendor - Items Unlocked - Cordial [DNT],
15023,Unlock Rank I of all four Covenant Upgrades.,We Can Rebuild,Character Unlock: Increased Anima Rewards
15024,Unlock Rank II of all four Covenant Upgrades.,Denying the Drought,Character Unlock: Increased Anima Rewards
15025,Unlock Rank III of all four Covenant Upgrades.,Sanctum Superior,Character Unlock: Increased Anima Rewards
