ID,Name_lang,SourceText_lang,Description_lang
1256,Snapdragon Kelpstalker,|cFFFFD200Quest: |rGood Girl|n|cFFFFD200Zone: |rNazjatar,"When a snapdragon bites you, the worry isn't about the bite itself, but the poison that will begin to eat away at the wound."
1257,Silent Glider,|cFFFFD200Drop: |rSoundless|n|cFFFFD200Zone: |rNazjatar,"Gasses naturally stored within the creature allowed it to survive within the depths, those same gasses also allow them to effortlessly float through the air."
1258,Fabious,|cFFFFD200Drop:|r Fabious|n,"He emerges from the water, fins swaying lazily in the breeze, sun-kissed scales glittering. He is... Fabious."
1259,Silver Tidestallion,|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r10,This tidestallion and its silvery scales were drawn to the glint of plunder in your pocket.
1260,Crimson Tidestallion,|cFFFFD200Vendor: |rMrrl|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r4|Hitem:169783|h|TInterface\ICONS\INV_Misc_Coin_12.blp:0|t|h 2|Hitem:169780|h|TInterface\ICONS\INV_Alchemy_80_AlchemistStone02.BLP:0|t|h 1|Hitem:170100|h|TInterface\ICONS\INV_Misc_Food_111_IcefinFillet.blp:0|t|h|n,The blood-red coloration of these creatures is ideal for hiding in large coral formations.
1262,Inkscale Deepseeker,|cFFFFD200Vendor: |rCrafticus Mindbender|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r150|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDazzerian|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r150|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h,Schools of tidestallions will viciously slam their muscular chests into their prey to take them down.
1265,Uncorrupted Voidwing,|cFFFFD200Quest:|r Lost Flight|n,"This spawn of Vexiona, cleansed by Wrathion, comes from a flight with a fractured past and uncertain future."
1266,Alabaster Stormtalon,|cFFFFD200Trading Post / Shop|r,"Chiseled by the stonemasons of Stormwind, this stone gryphon symbolizes the unbending courage of the Alliance."
1267,Alabaster Thunderwing,|cFFFFD200Trading Post / Shop|r,"Chiseled by the stoneworkers of Orgrimmar, this stone wind rider is a symbol of the unwavering strength of the Horde."
1269,Swift Spectral Fathom Ray,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
1270,Swift Spectral Magnetocraft,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
1271,Swift Spectral Armored Gryphon,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
1272,Swift Spectral Pterrordax,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
1282,Black Serpent of N'Zoth,|cFFFFD200Achievement:|r Through the Depths of Visions,The black serpents of N'Zoth are the harbingers of his ultimate vision becoming reality. Only those servants or enemies that can tread this space have any chance of wrangling them.
1283,Mechagon Mechanostrider,|cFFFFD200Achievement: |rAllied Races: Mechagnome,"The best mount, logically, serves multiple purposes -- sometimes you need to get places AND reach something high up once you get there."
1285,Frostwolf Snarler,|cFFFFD200Achievement: |rAlterac Valley of Olde|n|cFFFFD200Category: |rAlterac Valley,"Raised in the Alterac Mountains by the Frostwolf Clan, trained to bite dwarves."
1286,Caravan Hyena,|cFFFFD200Achievement: |rAllied Races: Vulpera,"The canopy atop this dune-wanderer can be stored at your campsite, should you desire to feel the wind in your fur."
1287,Explorer's Jungle Hopper,|cFFFFD200Recruit-a-Friend|r ,For when you're making a crash landing in the middle of an uncharted swamp because it's the only way to access that ancient temple.
1288,Explorer's Dunetrekker,|cFFFFD200Recruit-a-Friend|r ,The surly dunetrekker can easily carry a set of explorers to the nearest ruins and back without the need to rest.
1289,Ensorcelled Everwyrm,|cFFFFD200Promotion:|r Shadowlands Heroic Edition,"Anima is a fundamental force that infuses the Shadowlands. It flows through many creatures, but is also traded, bartered for, and fought over."
1290,"Squeakers, the Trickster",|cFFFFD200In Game Shop|r|n,"The locals in Halfhill swear that whenever a batch of grain is missing, a farmworking instrument is misplaced, or a bushel of berries can't be found, you can hear a mischievous squeaking, and are reminded to slow down and accept what life gives you."
1291,Lucky Yun,|cFFFFD200In Game Shop|r|n,"The Pandaren believe that merely rubbing one's hands on the shiny hide of the ox will grant prosperity, the challenge is catching it."
1292,Stormpike Battle Ram,|cFFFFD200Achievement: |rAlterac Valley of Olde|n|cFFFFD200Category: |rAlterac Valley,"Raised in the Alterac Mountains by the Stormpike Clan, trained to headbutt orcs."
1293,Ny'alotha Allseer,"|cFFFFD200Drop:|r N'Zoth the Corruptor|n|cFFFFD200Zone:|r Ny'alotha, the Waking City|n|cFFFFD200Difficulty:|r Mythic","To find him, drown yourself in the Circle of Stars."
1297,Clutch of Ha-Li,|cFFFFD200Drop: |rHa-Li|n|cFFFFD200Zone: |rVale of Eternal Blossoms,"The brood of Ha-Li are comfortable in the blue skies of Pandaria, hunting unsuspecting prey."
1298,Hopecrusher Gargon,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth,"Once the loyal mount of a House Briarbane lord, it turned on the lord and his retinue. Members of House Briarbane now whisper of a dark Gargon lying in wait even baiting venthyr who venture through the darker parts of the Chalice District of Revendreth."
1299,Battle Gargon Vrednic,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth,"Prince Renathal's loyal gargon, Vrednic has been by his side for millennia. Adorned in his Sinvyr armor, Vrednic's mere presence instills terror to all those who lay eyes on him as he ushers his rider into battle."
1302,Dreamlight Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,Runestags are granted to those who have pledged their service to the Winter Queen and the Court of Night.
1303,Enchanted Dreamlight Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,The majestic runestags are capable of siphoning anima from the ambient light of Ardenweald with their elaborate antlers. The anima is used as nourishment and to power the runestag's speed and magic.
1304,Mawsworn Soulhunter,|cFFFFD200Drop: |rGorged Shadehound|n|cFFFFD200Zone: |rThe Maw,"Soulhunters are used to track wayward souls across the wastes that flee from their dark fates, and are one of the only creatures that feel comfortable traversing the maw."
1305,Darkwarren Hardshell,|cFFFFD200Adventures:|r Shadowlands,"The Darkwarren Hardshell's chitin is sturdy enough to withstand mortar shells and dragon's fire. It will also conveniently consume anything lacking anima, if needed."
1306,Swift Gloomhoof,|cFFFFD200Drop: |rNight Mare|n|cFFFFD200Zone: |rArdenweald,The ballads of Ardenweald claim that the birth of gloomrunner heralds the passing of a particularly benevolent wild god. Seeing a gloomrunner is therefore a blessing and a curse.
1307,Sundancer,|cFFFFD200Drop:|r Sundancer|n|cFFFFD200Zone:|r Bastion|n,This sun-dappled courser gallops on lightbeams with carefree abandon.
1309,Chittering Animite,|cFFFFD200Adventures:|r Shadowlands|n,These exceptionally agile fliers make excellent mounts once they've been trained not to sap every ounce of anima from their rider.
1310,Horrid Dredwing,|cFFFFD200Drop: |rHarika the Horrid|n|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth,"Harika the Horrid terrorized the denizens of the Forest Ward, and with her demise her broodlings can now take this horror to denizens farther afield."
1311,Ivory Cloud Serpent,|cFFFFD200Drop:|r Ivory Cloud Serpent|n|cFFFFD200Zone:|r Vale of Eternal Blossoms,Ivory Cloud Serpents are often mistaken for roaring thunder as they tear through the skies with blistering speed.
1312,Gargantuan Grrloc,|cFFFFD200In-Game Shop|r |n,It's the biggest murloc you've ever seen!
1313,Rajani Warserpent,|cFFFFD200Vendor: |rZhang Ku|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:174230|h|TInterface\ICONS\INV_Misc_MonsterScales_18.blp:0|t|h,"Fierce companions of the followers of Ra-den, the Rajani Warserpents are a force to be reckoned with."
1314,Drake of the Four Winds,|cFFFFD200Drop: |rIshak of the Four Winds|n|cFFFFD200Zone: |rUldum,"Rocks erode, fires sputter, but wind remains powerful regardless of the passage of time. -Phaoris"
1315,Mail Muncher,|cFFFFD200Drop: |rMail Muncher|n|cFFFFD200Zone: |rHorrific Visions,"Worming its way through the Postmaster's network, this serpent of N'Zoth deprived Azeroth of its primary magical correspondence."
1317,Waste Marauder,|cFFFFD200Drop: |rRotfeaster|n|cFFFFD200Zone: |rUldum,"Larger than most of its kin, this vulture has shown sick and strong beasts alike why they need to fear the skies."
1318,Wastewander Skyterror,|cFFFFD200Vendor: |rProvisioner Qorra|n|cFFFFD200Zone: |rUldum|n|cFFFFD200Faction: |rUldum Accord - Exalted|n|cFFFFD200Cost: |r24000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Doubting a Wastewander Skyterror's capabilities is a quick way to find yourself missing a limb.
1319,Malevolent Drone,|cFFFFD200Drop:|r Corpse Eater|n|cFFFFD200Zone: |rUldum,The Aqir drones feast on heroes and cowards alike to grow their ranks.
1320,Shadowbarb Drone,|cFFFFD200Quest: |rMy Own Drone|n|cFFFFD200Zone: |rUldum,"Void, jelly, and a very full belly is all this drone needs."
1321,Wicked Swarmer,|cFFFFD200Vendor: |rWrathion|n|cFFFFD200Zone: |rChamber of Heart|n|cFFFFD200Cost: |r100000|Hcurrency:1719|h|TInterface\ICONS\Archaeology_5_0_MoguCoin.blp:0|t|h,"When the Void reached out, the Aqir were formed in its terrible image."
1322,Wriggling Parasite,|cFFFFD200Achievement: |rGlory of the Ny'alotha Raider|n|cFFFFD200Category: |rDungeons & Raids,It's so wiggly! Just looking at it move is chaotic and unnerving.
1324,Elusive Quickhoof,|cFFFFD200Zone: |rVol'dun,The kind nature of alpacas makes them perfect as companions for the intrepid adventurer.
1326,Awakened Mindborer,|cFFFFD200Achievement: |rBattle for Azeroth Keystone Master: Season Four|n|cFFFFD200Category: |rDungeons,"It may look menacing right now, but it's actually kind of cute when it's asleep."
1327,Ren's Stalwart Hound,|cFFFFD200Drop: |rHoundlord Ren|n|cFFFFD200Zone: |rVale of Eternal Blossoms,Houndlord Ren used his strongest quilen to carry him across Pandaria to subjugate the Vale for the Mogu empire.
1328,Xinlao,|cFFFFD200Drop: |rAnh-De the Loyal|n|cFFFFD200Zone: |rVale of Eternal Blossoms,The only thing stronger than a quilen's loyalty is its fierce devotion to making sure it covers its owner in kisses.
1329,Springfur Alpaca,|cFFFFD200Quest: |rAlpaca It In|n|cFFFFD200Zone: |rUldum,The kind nature of alpacas makes them perfect as companions for the intrepid adventurer.
1330,Sunwarmed Furline,|cFFFFD200In-Game Shop|r|n,The presence of the giant felines heralds the beginning of the end for the birds of Azeroth.
1332,Silky Shimmermoth,|cFFFFD200Vendor: |rMaster Clerk Salorn|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Cost: |r5000|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"The moths of Ardenweald play a vital role in the ecosystem, carrying spores, anima, and pollen from one part of the forest to the other, providing nourishment and variation to the denizens living below."
1346,Steamscale Incinerator,|cFFFFD200In-Game Shop|r|n,"A mad gnomish inventor had a dream to ride a dragon, so he created this metal monstrosity. He powered it with a trapped demon, in order to create ""an authentic dragon soul,"" and did not survive its activation."
1350,Colossal Slaughterclaw,|cFFFFD200Drop: |rSupplies of the Undying Army|n|cFFFFD200Zone: |rMaldraxxus,"Only the most stalwart stable masters of Maldraxxus are able to break the will of the colossal slaughterclaws, giving all champions of the Undying Army a fearsome ally in the Shadowlands."
1351,Vicious War Spider,|cFFFFD200PvP:|r Shadowlands: Season 1|nRated Arena and Rated Battleground Season Reward,"When being a courageous member of the Alliance doesn't strike the right amount of fear into your opponent, add a giant spider."
1352,Vicious War Spider,|cFFFFD200PvP:|r Shadowlands: Season 1|nRated Arena and Rated Battleground Season Reward,"When being a bellowing member of the Horde doesn't strike the right amount of fear into your opponent, add a giant spider."
1354,Shadeleaf Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,The shadeleaf runestag are bred for their ferocity as well as their beauty by the Wild Hunt. They feel no fear charging into the den of any predator.
1355,Wakener's Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,"Runestags enjoy lying near wildseeds. The Wakeners believe they can hear the sleepers' dreams. These runestags display a range of emotions in their vigil, signaling the dreams or nightmares of the spirits within."
1356,Winterborn Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,"Winterborn runestags are blessed by the Winter Queen herself. Their runes flare brilliantly when predators are nearby, warning the entire herd."
1357,Enchanted Shadeleaf Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,"An shadeleaf runestag is capable of goring creatures as powerful as a gorm matriarch in defense of its herd. The Wild Hunt ride these mounts into dangerous corners of the Shadowlands, when their domain must be defended from those who would threaten the wilds."
1358,Enchanted Wakener's Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,"Wakener runestags fiercely protect their wildseed groves. When the groves starting to fail, many runestags went berserk."
1359,Enchanted Winterborn Runestag,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald,"Winterborn runestags are the favored mount of the Winter Queen herself, and she only bestows such a creature on her most favored subjects."
1360,Shimmermist Runner,|cFFFFD200Area: |rMistveil Tangle|n|cFFFFD200Zone: |rArdenweald,Mischievous spriggans and the valerunners have a natural enmity. No valerunner would deign to allow a spriggan rider because they can sense their inherent malevolence. This angers the trickster spriggans who take twisted enjoyment in playing cruel pranks on these majestic creatures.
1361,Duskflutter Ardenmoth,|cFFFFD200Vendor: |rAithlyn|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Faction: |rThe Wild Hunt - Exalted|n|cFFFFD200Cost: |r30000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"These ardenmoths prefer the dark and damp forests of northwest Ardenweald, where fungal colonies are perpetually blooming."
1362,Spinemaw Gladechewer,|cFFFFD200Drop: |rGormtamer Tizo|n|cFFFFD200Zone: |rArdenweald,Spriggan riders tie bits of anima-less detritus to the end of sticks in front of their gorm mounts to steer. It's... an imperfect art.
1363,Sinful Gladiator's Soul Eater,|cFFFFD200Achievement: |rSinful Gladiator: Shadowlands Season 1|n|cFFFFD200Category: |rPlayer vs. Player,This mount shows a proclivity for snacking upon the souls cast out of Revendreth.
1364,War-Bred Tauralus,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"The soldiers of Maldraxxus protect the Shadowlands, and require a mount that is both capable and calm when faced with overwhelming odds."
1365,Plaguerot Tauralus,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"The tauralus is considered courageous, though scholars of Maldraxxus have long wondered if their lack of fear is simply due to the tiny size of their brains."
1366,Bonehoof Tauralus,|cFFFFD200Drop: |rTahonta|n|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"There are quite a few reasons that you do not want to stand behind a tauralus, the hooves and whip-like tails being the least of them."
1367,Chosen Tauralus,|cFFFFD200Achievement: |rThe Gang's All Here|n|cFFFFD200Category: |rCovenant Sanctums,"Even an unarmored tauralus is a valuable ally in battle, its enormous horns capable of piercing even plate armor."
1368,Armored War-Bred Tauralus,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"The tauralus that serve the armies of Maldraxxus have had all traits of compassion bred out of them, and are only adorned in armor when they show that no sword or spell can stop them from carrying their rider to victory."
1369,Armored Plaguerot Tauralus,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Vendor: |rSu Zettai|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Cost: |r3000|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"When fully armored, a tauralus can take an incredible amount of damage before falling, making it a valuable ally in battle."
1370,Armored Bonehoof Tauralus,|cFFFFD200Drop: |rSabriel the Bonecleaver|n|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"A favored mount of the House of the Chosen, the tauralus only gets more angry and vicious when exposed to battle."
1371,Armored Chosen Tauralus,|cFFFFD200Achievement: |rThings To Do When You're Dead|n|cFFFFD200Category: |rCovenant Sanctums,"The tauralus has two tails, which are both absolutely necessary for whipping away buzzing pests like the bloodlouse."
1372,Blisterback Bloodtusk,|cFFFFD200Drop:|r Warbringer Mal'korak|n|cFFFFD200Zone: |rMaldraxxus,"The House of the Chosen train their mounts in all manner of difficult circumstances, so that no matter the battle, they will never falter."
1373,Gorespine,|cFFFFD200Drop: |rNerissa Heartless|n|cFFFFD200Zone: |rMaldraxxus,Nerissa trampled over countless bodies on the back of Gorespine as she rose to prominence as the commander of the Lichsworn forces for the House of Rituals.
1375,Lurid Bloodtusk,|cFFFFD200Vendor: |rNalcorn Talsen|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Faction: |rThe Undying Army - Exalted|n|cFFFFD200Cost: |r30000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Only bloodtusks that survive the Contest of Conquest are deemed worthy enough to become a mount of the Undying Army.
1376,Silvertip Dredwing,|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord,"Bred by the Revendreth prince, Renathal, these rare dredwing are fiercely loyal and will only let those deemed worthy by the prince himself to interact with them."
