ID,Name_lang,Location_lang,Description_lang
1413,The Lone Dragon,Stormheim,"Storm drakes normally live in colonies or are tamed by the vrykul, but one lone drake does neither. Instead, it preys on everyone."
1414,The Holdouts,Suramar,Many Moonfall Acolytes are still trapped after the Nightfallen attacked the Moon Guard Stronghold. Send in some aid for those left behind.
1415,Nasty Neighbors,Suramar,"Harpies have moved into the ruins of Tel'anor, destroying the once-beautiful buildings with their foul nests. Dispose of them."
1416,Ruin Cats,Azsuna,"In the Ruins of Llothien, the prowlers have taken over. No one can study or investigate the ruins until their numbers are culled some."
1417,A Tale of Two Suramars,Suramar,"Suramar is split between crumbling ruins and glittering civilization, yet neither is completely safe. Investigate where we can be the most help."
1418,Perilous Seas,Azsuna,Azsuna's coast is littered with shipwrecks and hazards wrought by its hostile inhabitants. Search for and destroy any lingering threats.
1419,Demonic Influence,Azsuna,"The demons of Faronaar extend their influence deep into Azsuna, corrupting any and all they can. Search, and dispose of any under the Legion's thumb."
1420,Trail of Breadcrumbs,Val'sharah,"The forests of Val'sharah are no place to wander off alone. Danger waits behind every tree, and sometimes it doesn't wait."
1421,Bad Dreams,Val'sharah,The Nightmare has corrupted the roots of Shaladrassil and many creatures within Val'sharah. Seek out and dispose of the crooked elements.
1422,Keep Your Guard Up,Highmountain,It's not just the pathways of Highmountain that are cause for concern. Some of the greatest threats lie in wait for the unwary.
1423,Crumbling Caverns,Highmountain,"Scouts report geological instability in Highmountain, where something must be moving just beneath the surface. Investigate and destroy."
1424,Unworthy,Stormheim,"Not all vrykul will ascend to the halls of Valarjar, and those are desperate to avoid the turmoil of Helheim. They will do anything to earn honor."
1425,Titan's Gaze,Stormheim,"It is said that the Titan watchers themselves observe all the residents of Stormheim, and who is worthy to ascend. Prove our worth."
1426,Forgotten Knowledge,Suramar,"The nightborne have preserved a culture across thousands of years, but not everything is so civilized and pristine. Investigate what lies beneath."
1427,Seeping Energies,Suramar,"Despite being half-ruined, the latent energies in Suramar attract creatures of all sorts. Explore the ruins and discover what feeds on this power."
1428,Ancient Secrets,Azsuna,The elven ruins of Azsuna hold secrets we can't begin to comprehend. Search and rediscover what has been lost to time.
1429,Dangerous Fields,Azsuna,"The denizens of Azsuna, whether natural or unnatural, are a dangerous sort. Be wary while traveling through the area."
1430,Darkened Skies,Val'sharah,The nights in Val'sharah are filled with the howls of disturbed creatures. Investigate the cause and put them out of their misery.
1431,Non-Motherly Nature,Val'sharah,"Creatures in Val'sharah were hardly tame before the Nightmare crept in, and corrupting energies have made them even more dangerous."
1432,Evergreen,Highmountain,"Though mostly covered in rocky hills and snowy cliffs, Highmountain also has its forests, with their own beauties and dangers."
1433,Soaring Peaks,Highmountain,"The tauren of Highmountain have learned to live with the perilous landscape, but more than just cliffs and peaks endanger the tribes."
1434,Stormy Skies,Stormheim,Not only the vrykul threaten anyone who enters the hills of Stormheim. Sometimes danger strikes from the sky.
1435,Shadow of Helya,Stormheim,"Dangers creep from the Helmouth, and even the dead are not safe in their graves. Investigate Stormheim and fight back against death itself."
1436,The Neverending Threat,Suramar,"Demons simply don't know when they're beaten. Even now, they plot to invade parts of Suramar. Investigate, and stop them."
1443,The Neverending Threat,Suramar,"Demons simply don't know when they're beaten. Even now, they plot to invade parts of Suramar. Investigate, and stop them."
1454,Mikros - 7.0 Test Mission,A Place,"Should give you a huge success chance boost, if it's the first mission of the day. Also should give you a cool item!"
1491,An Odious Task,Dalaran,Lucian from One Last Glass was overheard lamenting the loss of a shipment of extraodinarly stinky cheese.  Apparently the courier was overrun as he made his way through the Underbelly.
1492,A Rare Vintage,Suramar,There was once a great stock of wine in Falanaar.  Send some troops to investigate and see what they can find.
1496,What Lurks Beneath the Tower?,Deadwind Pass,Karazhan stirs. Send our forces to investigate the tower.
1502,There is no Brawlers Guild,Brawlers Guild,"Now that you've found your way into the guild, it seems only fair that your champions should be allowed to participate."
1503,Council of War,Brawlers Guild,The Warhammer Council is a fearsome foe.
1504,Its Clean Up Time,Brawlers Guild,"Wait, a janitor? Really?"
1505,A Good Dust Up,Dalaran,"There's nothing quite like the thrill of defending the honor of your faction and engaging in some friendly, or not so friendly, competition. Send your champion to explore the battlegrounds."
1506,Once More Into the Fray,Dalaran,The melee continues in the battleground. Send our forces to assist the cause.
1507,The Greatest Stage of All,Dalaran,There's nothing quite like the sound of the crowd cheering as you deftly maneuver and muscle for rank. Send your champions to the arenas to see what they can learn.
1511,The Perils of Ashran,Dalaran,"Your champions have heard of a place of endless war, where the tides of battle flow constantly. Send them to investigate further."
1512,Master of Shadows,Brawlers Guild,Are you afraid of the dark?
1513,I've Got A Strange Feeling About This,Brawlers Guild,Can you defeat Meatball?
1514,Armies of Legionfall,Dalaran,We need support for our return to the Broken Shore. Go to the other class leaders and request their aid.
1515,Armies of Legionfall,Broken Isles,"If we wish for our offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1519,Armies of Legionfall,Broken Isles,"If we wish for an offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1520,Armies of Legionfall,Broken Isles,"If we wish for an offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1521,Gathering the Dreamweavers: Graham Silverclaw,Azsuna,"A young druid with great potential, Graham Silverclaw, led our scouts to the edge of Suramar. But he ran into a Legion hunting party, and he needs assistance."
1522,Fallen Steeds: Reins of Shadow,Realm of Shadows,Salanar the Horseman requires the Shadow Reins used by an ancient Dark Rider. They can only be obtained by defeating one of the Dark Riders directly.
1523,Armies of Legionfall,Dalaran,We need support for our return to the Broken Shore. Go to the other class leaders and request their aid.
1524,Unholy Attainment: Essence of Darkness,The Shadowlands,"Once a Gilnean archmage, Arugal unleashed the worgen, and they attacked both friend and foe. Collect the Essence of Darkness from his soul in the Shadowlands."
1528,Armies of Legionfall,Broken Isles,"If we wish for an offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1529,Armies of Legionfall,Broken Isles,"If we wish for an offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1530,Armies of Legionfall,Broken Isles,"If we wish for an offensive on the Broken Shore to succeed, we must form an alliance with the other orders of Azeroth."
1553,Menace on the Broken Shore,Broken Shore,Dispatch champions to investigate Legion activities on the Broken Shore.
1554,That Which Shatters Worlds,Broken Shore,Lumbering across the land is a Legion infernal of monstrous proportions. Dispatch our forces to bring it down.
1555,Terrors in the Sky,Broken Shore,"Before we can fully scout the Broken Shore, we must clear the skies of Legion threats."
1556,Hope Betrayed,Broken Shore,It is said the demon Dantalionax can drain all hope from the hearts of mortals. Our forces need him eradicated.
1557,Hard Target,Broken Shore,We must send a team to scout the gates of the Tomb of Sargeras. Be aware: this is likely a one-way mission.
1558,Recover the Wounded,Broken Shore,We have wounded trapped on the Broken Shore! Dispatch your champions to bring them home.
1559,Portal Disruption,Broken Shore,"Eredar mages are using portals to bring reinforcements to the Broken Shore. Unless we stop them, we'll never gain a foothold."
1560,Out of Hibernation,Azsuna,"The Llothien grizzlies have voracious appetites, and the cliffwing nest right on the ground. It's too tempting a target for hungry bears."
1561,Too Many Legs,Suramar,"The Ruins of Falanaar are a dangerous place, especially for any that are wary of arachnids. Thin out the number of Lurkers there."
1562,Deep Dark,Val'sharah,Our scouts report a system of natural caverns beneath Black Rook Hold. We should investigate to see if they are as fortified as the castle above.
1563,The Star Buck,Stormheim,"Usually, the squallhunter drakes prey on the stags of Stormheim, but one stag has turned the tables, slaughtering dragons. Hunt down this beast."
1564,The Lone Dragon,Stormheim,"Storm drakes normally live in colonies or are tamed by the vrykul, but one lone drake does neither. Instead, it preys on everyone."
1565,The Holdouts,Suramar,Many Moonfall Acolytes are still trapped after the Nightfallen attacked the Moon Guard Stronghold. Send in some aid for those left behind.
