ID,Description_lang,Title_lang
4808,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4810,Use the animacone to transform Glittermint into the Winter Queen.,Deploy the Decoys
4811,Defeat Maw forces and heal Wild Hunt.,Maw Invasion
4812,Confront Sylvanas Windrunner and stop her invasion of Ardenweald.,The Banshee Queen
4813,Launch slime at the Mawsworn to clear the skies.,A Wing and a Slime
4814,Clear Soulburner Fraxin from the falls.,To the Top of the Falls
4815,Find captured wildseeds and rescue them from the Mawsworn.,"Rebirth, in Peril"
4817,Summon allies at the Rally Points.,The Forest Answers
4820,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4821,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4823,Defeat the Tormentor's minions.,Lieutenants of the Jailer
4824,Defeat the Tormentor's minions.,The Tormentors of Torghast
4825,Defeat the Tormentor's minions.,The Tormentors of Torghast
4826,Defeat the Tormentor's minions.,The Tormentors of Torghast
4827,Defeat the Tormentor's minions.,The Tormentors of Torghast
4828,Defeat the Tormentor's minions.,The Tormentors of Torghast
4829,Defeat the Tormentor's minions.,The Tormentors of Torghast
4830,Defeat the Tormentor Lieutenant's.,The Tormentors of Torghast
4831,Defeat the Tormentor Lieutenant's.,The Tormentors of Torghast
4832,Defeat the Tormentor Lieutenant's.,The Tormentors of Torghast
4833,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4836,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Arm of the Jailer
4837,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Arm of the Jailer
4838,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Arm of the Jailer
4839,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4840,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4841,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4842,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4843,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4844,Defeat the powerful Tormentor that the Jailer has sent to destroy you.,Fist of the Jailer
4845,,Speak to the Primus
4846,,Defeat Incoming Mawsworn Forces
4849,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4850,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4851,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4852,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4853,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4854,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4855,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4856,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4857,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4858,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4859,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4860,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4861,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4862,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4863,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4864,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4865,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4866,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4867,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4868,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4869,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4870,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4871,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4872,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4875,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4876,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4877,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4878,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4879,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4880,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4881,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4882,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4885,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4886,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4887,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4888,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4889,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4890,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4891,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4892,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4893,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4894,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4895,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4896,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4897,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4898,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4899,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4900,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4901,Mount the Trained Flayedwing to fly to the top of the falls.,Air Reinforcements
4902,Survive Sylvanas' onslaught from the Maw.,Breakthrough
4903,Fly through the aerial onslaught and arrive in Glitterfall Basin.,Bumpy Arrival
4904,Complete the objective.,Test
4907,Lead the assault against Torghast and breach the halls of The Sanctum of Domination.,The Jailer's Vanguard
4908,Discover the fate of those imprisoned within The Torment Chambers and put an end to the Jailer's designs.,The Dark Bastille
4909,Ascend the Jailer's tower and put an end to his attempts to scry into the dark beyond.,Shackles of Fate
4911,Witness the results of the dark pact forged between The Jailer and The Dark Lady.,The Reckoning
4912,Go talk to NPC 1,Boostland Step 1
4915,Talk to NPC 1 a second time,Boostland Step 2
4916,Talk to NPC 1 a third time,Boostland Step 3
4917,[DNT]Defeat djaradin and construct the Obsidian Siege Forge.,[DNT]Break the Bulwark
4918,[DNT]Construct the Obsidian Challenge to force out the djaradin leader!,[DNT]Crash the Camp
4919,[DNT]Defeat the djaradin leader.,[DNT]Magmaking Darjonic
4920,Wait while Firim turns on the teleporter,Wait
4921,Go through the teleporter,Enter the teleporter
4922,"Defeat the Boss, dude.",Defeat the Boss
4926,Bonus Tesst,Bonus
4927,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4928,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4929,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4930,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4931,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4932,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4933,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4934,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4935,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4936,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4939,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4940,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4941,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4942,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4943,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4944,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4945,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4946,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4947,Defeat the Mawsworn Invaders swarming the Arbiter's chamber.,Path of the Primus
4948,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4949,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4950,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4951,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4952,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4953,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4954,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4955,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4956,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4957,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4958,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4959,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4960,Stop the Jailer's forces before they claim Lihuvim.,Cornerstone of Creation
4961,Harness the power of Halondrus.,Ephemeral Planes
4962,Defeat Zovaal's most powerful generals before the universe is unmade.,Domination's Grasp
4963,Stop the Jailer and save the cosmos.,The Grand Design
4964,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4965,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4966,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4967,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4968,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4969,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4970,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4971,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4972,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4973,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4974,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4975,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4976,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4977,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4978,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4979,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4980,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4981,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4982,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4983,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4984,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4985,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4986,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4987,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4988,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
4989,Your deaths have attracted the Tarragrue! Get to the next floor before he does!,Hurry Up!
4990,"Save souls, seek power, and defeat the Jailer's forces.",Ascend the Tower
